DATE|SCRIP CODE|DELIVERY QTY|DELIVERY VAL|DAY'S VOLUME|DAY'S TURNOVER|DELV. PER.
16122025|500002|0000000000060568|0000000317349065|0000000000062879|0000000330726935|096.32
16122025|500003|0000000000061754|0000000045796767|0000000000064341|0000000047811007|095.98
16122025|500008|0000000000007099|0000000006544924|0000000000010328|0000000009563240|068.74
16122025|500009|0000000000028573|0000000000833189|0000000000035403|0000000001032240|080.71
16122025|500012|0000000000015139|0000000000744991|0000000000016843|0000000000830176|089.88
16122025|500013|0000000000003742|0000000000013284|0000000000003742|0000000000013284|100.00
16122025|500014|0000000000024929|0000000000119909|0000000000053985|0000000000256583|046.18
16122025|500016|0000000000004381|0000000000038159|0000000000004672|0000000000040823|093.77
16122025|500020|0000000000021031|0000000002720360|0000000000026172|0000000003410522|080.36
16122025|500023|0000000000002573|0000000000825933|0000000000004147|0000000001337546|062.04
16122025|500027|0000000000000982|0000000005658726|0000000000001558|0000000009013940|063.03
16122025|500028|0000000000023135|0000000000871727|0000000000031098|0000000001180517|074.39
16122025|500031|0000000000001654|0000000000790116|0000000000002333|0000000001114023|070.90
16122025|500032|0000000000166213|0000000003114832|0000000000247361|0000000004663627|067.19
16122025|500033|0000000000000503|0000000008721668|0000000000001209|0000000021003528|041.60
16122025|500034|0000000000936415|0000000935010378|0000000001009508|0000001016648660|092.76
16122025|500038|0000000000001076|0000000000477099|0000000000006418|0000000002853445|016.77
16122025|500039|0000000000003370|0000000002389162|0000000000007384|0000000005220004|045.64
16122025|500040|0000000000001387|0000000002361368|0000000000002839|0000000004830476|048.86
16122025|500041|0000000000000006|0000000000021570|0000000000000006|0000000000021575|100.00
16122025|500042|0000000000000574|0000000002237653|0000000000000796|0000000003117583|072.11
16122025|500043|0000000000002946|0000000002795902|0000000000005507|0000000005232076|053.50
16122025|500048|0000000000006264|0000000010689203|0000000000011520|0000000019715124|054.38
16122025|500049|0000000000152346|0000000059102631|0000000000338139|0000000130872792|045.05
16122025|500052|0000000000007710|0000000000683338|0000000000010647|0000000000946358|072.41
16122025|500058|0000000000006159|0000000000068797|0000000000007454|0000000000082459|082.63
16122025|500059|0000000000000090|0000000000000669|0000000000000090|0000000000000669|100.00
16122025|500060|0000000000001140|0000000000152760|0000000000001179|0000000000158703|096.69
16122025|500067|0000000000011178|0000000020285835|0000000000013857|0000000025000375|080.67
16122025|500068|0000000000000146|0000000001786537|0000000000000152|0000000001862520|096.05
16122025|500069|0000000000000740|0000000000222999|0000000000001391|0000000000423712|053.20
16122025|500074|0000000000002936|0000000000164416|0000000000003657|0000000000205761|080.28
16122025|500078|0000000000000109|0000000000033044|0000000000000202|0000000000061619|053.96
16122025|500083|0000000000002644|0000000000056388|0000000000002644|0000000000056388|100.00
16122025|500084|0000000000030033|0000000005099604|0000000000051236|0000000008718611|058.62
16122025|500085|0000000000190671|0000000085029733|0000000000387393|0000000174939145|049.22
16122025|500086|0000000000078518|0000000028839662|0000000000123695|0000000045462640|063.48
16122025|500087|0000000000009807|0000000014710500|0000000000013569|0000000020376438|072.28
16122025|500089|0000000000002000|0000000000976000|0000000000002020|0000000001001416|099.01
16122025|500092|0000000000001067|0000000004729691|0000000000001727|0000000007659181|061.78
16122025|500093|0000000000035980|0000000024209143|0000000000058393|0000000039048791|061.62
16122025|500096|0000000000031230|0000000015532241|0000000000059750|0000000029952448|052.27
16122025|500097|0000000000000836|0000000000253559|0000000000002277|0000000000694527|036.71
16122025|500101|0000000000006713|0000000002128357|0000000000010886|0000000003441512|061.67
16122025|500103|0000000000067294|0000000018801944|0000000000230804|0000000064356786|029.16
16122025|500104|0000000000032906|0000000015311162|0000000000059640|0000000027621227|055.17
16122025|500106|0000000000068128|0000000003266057|0000000000119647|0000000005754154|056.94
16122025|500108|0000000000381134|0000000014044788|0000000001090617|0000000041656844|034.95
16122025|500109|0000000000065741|0000000009769113|0000000000218143|0000000032961535|030.14
16122025|500110|0000000000009945|0000000009106140|0000000000022533|0000000020793948|044.14
16122025|500112|0000000000153175|0000000147262445|0000000000222081|0000000214015622|068.97
16122025|500113|0000000000896247|0000000116332861|0000000001050600|0000000136345991|085.31
16122025|500114|0000000000005841|0000000022941112|0000000000013529|0000000052878166|043.17
16122025|500116|0000000000236974|0000000023578913|0000000000414344|0000000040891152|057.19
16122025|500117|0000000000030847|0000000001853288|0000000000051436|0000000003114980|059.97
16122025|500119|0000000000006453|0000000000851474|0000000000009066|0000000001206427|071.18
16122025|500120|0000000000000229|0000000000060193|0000000000000242|0000000000063638|094.63
16122025|500123|0000000000000877|0000000008552943|0000000000001233|0000000012012233|071.13
16122025|500124|0000000000145564|0000000186176356|0000000000159917|0000000204627997|091.02
16122025|500125|0000000000004330|0000000004447560|0000000000006019|0000000006199572|071.94
16122025|500126|0000000000000198|0000000001124591|0000000000000241|0000000001367945|082.16
16122025|500128|0000000000052666|0000000003923617|0000000000074649|0000000005510048|070.55
16122025|500133|0000000000000139|0000000000841541|0000000000000195|0000000001191610|071.28
16122025|500135|0000000000008568|0000000001859685|0000000000020606|0000000004479088|041.58
16122025|500136|0000000000000274|0000000000028976|0000000000000296|0000000000031510|092.57
16122025|500142|0000000000001090|0000000000011718|0000000000001090|0000000000011164|100.00
16122025|500143|0000000000000521|0000000000102950|0000000000000613|0000000000121238|084.99
16122025|500144|0000000000017934|0000000013968793|0000000000025019|0000000019294514|071.68
16122025|500147|0000000000001183|0000000005902756|0000000000001762|0000000008935128|067.14
16122025|500148|0000000000000129|0000000000060495|0000000000000214|0000000000100547|060.28
16122025|500150|0000000000000011|0000000000055853|0000000000000014|0000000000071390|078.57
16122025|500151|0000000000000001|0000000000000034|0000000000000001|0000000000000034|100.00
16122025|500153|0000000000000877|0000000000070239|0000000000001295|0000000000102973|067.72
16122025|500159|0000000000000757|0000000000090803|0000000000001014|0000000000121663|074.65
16122025|500160|0000000000009002|0000000000073457|0000000000011615|0000000000094628|077.50
16122025|500163|0000000000002717|0000000007775783|0000000000005995|0000000017167662|045.32
16122025|500164|0000000000000937|0000000000950821|0000000000001922|0000000001956157|048.75
16122025|500165|0000000000007709|0000000001731827|0000000000009323|0000000002102846|082.69
16122025|500166|0000000000001759|0000000000308353|0000000000001891|0000000000326977|093.02
16122025|500168|0000000000001708|0000000001441040|0000000000002399|0000000002017431|071.20
