DATE|SCRIP CODE|DELIVERY QTY|DELIVERY VAL|DAY'S VOLUME|DAY'S TURNOVER|DELV. PER.
08122025|940385|0000000000000006|0000000000006000|0000000000000006|0000000000006000|100.00
08122025|940391|0000000000000799|0000000000799000|0000000000000799|0000000000798989|100.00
08122025|940409|0000000000000110|0000000000108240|0000000000000120|0000000000116551|091.67
08122025|940421|0000000000000105|0000000000100799|0000000000000105|0000000000100798|100.00
08122025|940423|0000000000000035|0000000000035518|0000000000000035|0000000000035518|100.00
08122025|940431|0000000000000008|0000000000007922|0000000000000008|0000000000007921|100.00
08122025|940441|0000000000000027|0000000000027000|0000000000000027|0000000000027200|100.00
08122025|940443|0000000000000050|0000000000049750|0000000000000050|0000000000049750|100.00
08122025|940445|0000000000000014|0000000000013860|0000000000000014|0000000000013860|100.00
08122025|940451|0000000000000011|0000000000010992|0000000000000011|0000000000010991|100.00
08122025|940457|0000000000000017|0000000000017430|0000000000000017|0000000000017429|100.00
08122025|940459|0000000000000020|0000000000020000|0000000000000020|0000000000020000|100.00
08122025|940461|0000000000000005|0000000000004330|0000000000000005|0000000000004330|100.00
08122025|940477|0000000000000021|0000000000021483|0000000000000021|0000000000021483|100.00
08122025|940479|0000000000000050|0000000000052950|0000000000000050|0000000000052950|100.00
08122025|940483|0000000000000059|0000000000059000|0000000000000059|0000000000059382|100.00
08122025|940485|0000000000000015|0000000000014850|0000000000000015|0000000000014875|100.00
08122025|940489|0000000000000150|0000000000149850|0000000000000150|0000000000149712|100.00
08122025|940503|0000000000000020|0000000000019931|0000000000000020|0000000000019931|100.00
08122025|940509|0000000000000105|0000000000103950|0000000000000105|0000000000103950|100.00
08122025|940513|0000000000000045|0000000000043369|0000000000000080|0000000000076875|056.25
08122025|940517|0000000000000125|0000000000124938|0000000000000125|0000000000124937|100.00
08122025|940519|0000000000000532|0000000000532000|0000000000000532|0000000000531764|100.00
08122025|940523|0000000000000422|0000000000407315|0000000000000422|0000000000410972|100.00
08122025|940551|0000000000000068|0000000000071400|0000000000000068|0000000000071400|100.00
08122025|940601|0000000000000261|0000000000257138|0000000000000390|0000000000385413|066.92
08122025|940603|0000000000000059|0000000000057820|0000000000000059|0000000000057820|100.00
08122025|940607|0000000000000530|0000000000530000|0000000000000530|0000000000530000|100.00
08122025|940609|0000000000000046|0000000000045972|0000000000000046|0000000000045962|100.00
08122025|940619|0000000000000074|0000000000069882|0000000000000084|0000000000078301|088.10
08122025|940635|0000000000000048|0000000000046176|0000000000000048|0000000000046178|100.00
08122025|940637|0000000000000252|0000000000250740|0000000000000252|0000000000251182|100.00
08122025|940641|0000000000000041|0000000000040910|0000000000000041|0000000000040981|100.00
08122025|940643|0000000000000024|0000000000023763|0000000000000024|0000000000023763|100.00
08122025|940647|0000000000000035|0000000000033628|0000000000000035|0000000000033628|100.00
08122025|940649|0000000000000272|0000000000269280|0000000000000422|0000000000410001|064.45
08122025|940655|0000000000000050|0000000000048151|0000000000000050|0000000000048150|100.00
08122025|940657|0000000000000070|0000000000070218|0000000000000070|0000000000070217|100.00
08122025|940663|0000000000000050|0000000000048600|0000000000000050|0000000000048546|100.00
08122025|940667|0000000000000028|0000000000026880|0000000000000028|0000000000026700|100.00
