DATE|SCRIP CODE|DELIVERY QTY|DELIVERY VAL|DAY'S VOLUME|DAY'S TURNOVER|DELV. PER.
20022026|500002|0000000000085231|0000000510137366|0000000000272527|0000001663756016|031.27
20022026|500003|0000000000004815|0000000003339444|0000000000013937|0000000009637397|034.55
20022026|500008|0000000000008808|0000000007534804|0000000000019690|0000000016830328|044.73
20022026|500009|0000000000047951|0000000001269263|0000000000052656|0000000001398974|091.06
20022026|500012|0000000000023745|0000000001002514|0000000000033371|0000000001414042|071.15
20022026|500013|0000000000000840|0000000000003074|0000000000000840|0000000000003074|100.00
20022026|500014|0000000000002362|0000000000010889|0000000000002631|0000000000011944|089.78
20022026|500016|0000000000008389|0000000000064596|0000000000009531|0000000000073019|088.02
20022026|500020|0000000000008374|0000000000965104|0000000000019971|0000000002317156|041.93
20022026|500023|0000000000002916|0000000000867510|0000000000003241|0000000000981431|089.97
20022026|500027|0000000000000283|0000000001863159|0000000000000429|0000000002817075|065.97
20022026|500028|0000000000011521|0000000000382843|0000000000012028|0000000000404436|095.78
20022026|500031|0000000000255003|0000000097984903|0000000000257184|0000000097738634|099.15
20022026|500032|0000000000247752|0000000003855022|0000000000297194|0000000004667526|083.36
20022026|500033|0000000000001960|0000000047961592|0000000000005547|0000000132973977|035.33
20022026|500034|0000000000955392|0000000983241677|0000000001025362|0000001050501105|093.18
20022026|500038|0000000000002965|0000000001352782|0000000000006336|0000000002892828|046.80
20022026|500039|0000000000003817|0000000002484486|0000000000012333|0000000008072447|030.95
20022026|500040|0000000000002902|0000000003770859|0000000000006937|0000000009139768|041.83
20022026|500042|0000000000000454|0000000001621802|0000000000000824|0000000002930379|055.10
20022026|500043|0000000000007828|0000000006355945|0000000000013921|0000000011376684|056.23
20022026|500048|0000000000006996|0000000011937275|0000000000019057|0000000032704033|036.71
20022026|500049|0000000000374278|0000000165112740|0000000000826697|0000000365584473|045.27
20022026|500052|0000000000004076|0000000000340143|0000000000007180|0000000000604356|056.77
20022026|500058|0000000000222950|0000000003007596|0000000000503904|0000000007123189|044.24
20022026|500059|0000000000000814|0000000000005568|0000000000000814|0000000000005568|100.00
20022026|500060|0000000000001139|0000000000159916|0000000000001425|0000000000201499|079.93
20022026|500067|0000000000104058|0000000204812159|0000000000113591|0000000224247617|091.61
20022026|500068|0000000000000083|0000000001008820|0000000000000113|0000000001359190|073.45
20022026|500069|0000000000001548|0000000000419199|0000000000001661|0000000000455240|093.20
20022026|500074|0000000000002230|0000000000124078|0000000000003700|0000000000207335|060.27
20022026|500078|0000000000001391|0000000000396366|0000000000008147|0000000002307088|017.07
20022026|500083|0000000000000671|0000000000014118|0000000000000713|0000000000015249|094.11
20022026|500084|0000000000224362|0000000034877073|0000000000272585|0000000042241647|082.31
20022026|500085|0000000000006837|0000000003106391|0000000000016809|0000000007638077|040.67
20022026|500086|0000000000030890|0000000010391396|0000000000070690|0000000023735397|043.70
20022026|500087|0000000000413618|0000000554847867|0000000000434916|0000000580033746|095.10
20022026|500089|0000000000000370|0000000000203852|0000000000000503|0000000000276477|073.56
20022026|500092|0000000000048799|0000000222896753|0000000000049445|0000000226550174|098.69
20022026|500093|0000000000035145|0000000025039056|0000000000077283|0000000054755888|045.48
20022026|500096|0000000000008149|0000000004155176|0000000000014564|0000000007398890|055.95
20022026|500097|0000000000000945|0000000000268428|0000000000001366|0000000000383736|069.18
20022026|500101|0000000000008069|0000000002966568|0000000000016218|0000000005916030|049.75
20022026|500103|0000000000257247|0000000066151067|0000000000626895|0000000160622807|041.04
20022026|500104|0000000000058921|0000000025403790|0000000000146934|0000000063135922|040.10
20022026|500106|0000000000685266|0000000041088550|0000000001374655|0000000083384479|049.85
20022026|500108|0000000000034259|0000000001033595|0000000000057079|0000000001731247|060.02
20022026|500109|0000000000176245|0000000033680420|0000000000392367|0000000075715726|044.92
20022026|500110|0000000000005970|0000000005268824|0000000000025039|0000000022304385|023.84
20022026|500112|0000000000360751|0000000438727329|0000000000646555|0000000782079292|055.80
20022026|500113|0000000000639807|0000000101601352|0000000001048426|0000000165533926|061.03
20022026|500114|0000000000005877|0000000024892622|0000000000012630|0000000053491930|046.53
20022026|500116|0000000000358357|0000000040465673|0000000000894644|0000000101367102|040.06
20022026|500117|0000000000018371|0000000000925899|0000000000032658|0000000001649103|056.25
20022026|500119|0000000000015651|0000000001775606|0000000000020576|0000000002347844|076.06
20022026|500120|0000000000000673|0000000000158324|0000000000000714|0000000000165737|094.26
20022026|500123|0000000000000154|0000000001424893|0000000000000334|0000000003081961|046.11
20022026|500124|0000000000006076|0000000007779103|0000000000013208|0000000016975656|046.00
20022026|500125|0000000000003568|0000000003163924|0000000000006982|0000000006204761|051.10
20022026|500126|0000000000000107|0000000000536793|0000000000000265|0000000001323119|040.38
20022026|500128|0000000000023908|0000000001686471|0000000000042829|0000000003020199|055.82
20022026|500133|0000000000000067|0000000000366377|0000000000000202|0000000001116759|033.17
20022026|500135|0000000000004300|0000000000914610|0000000000011459|0000000002443307|037.52
20022026|500136|0000000000000836|0000000000084997|0000000000001559|0000000000159468|053.62
20022026|500142|0000000000001295|0000000000012808|0000000000001295|0000000000012511|100.00
20022026|500143|0000000000004244|0000000002461417|0000000000004244|0000000002461417|100.00
20022026|500144|0000000000004250|0000000003367488|0000000000007579|0000000006062053|056.08
20022026|500147|0000000000001768|0000000008555706|0000000000002806|0000000013653833|063.01
20022026|500148|0000000000000260|0000000000118872|0000000000000261|0000000000119995|099.62
20022026|500150|0000000000000037|0000000000176128|0000000000000041|0000000000195771|090.24
20022026|500151|0000000000000191|0000000000005613|0000000000000191|0000000000005613|100.00
20022026|500153|0000000001015414|0000000089122887|0000000001034647|0000000083935089|098.14
20022026|500159|0000000000002556|0000000000291001|0000000000002682|0000000000306133|095.30
20022026|500160|0000000000035080|0000000000258891|0000000000057178|0000000000422137|061.35
20022026|500163|0000000000061834|0000000154028494|0000000000200659|0000000489722311|030.82
20022026|500164|0000000000006245|0000000006455769|0000000000008907|0000000009124873|070.11
20022026|500165|0000000000013278|0000000002642986|0000000000021090|0000000004210461|062.96
20022026|500166|0000000000001328|0000000000206504|0000000000001742|0000000000273159|076.23
20022026|500168|0000000000001701|0000000001376365|0000000000002544|0000000002054579|066.86
20022026|500170|0000000000000566|0000000000012215|0000000000000567|0000000000012738|099.82
