DATE,SCRIP CODE,DELIVERY QTY,DELIVERY VAL,DAY'S VOLUME,DAY'S TURNOVER,DELV. PER.,SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,Date
5022026,533298,2243,55425,2579,65501,86.97,533298,SURANA SOLAR LTD.,B,STK,24.5,26.2,24.5,24.71,24.95,25.0,80,2579,65501,,2026-02-05
5022026,533301,452,6627,517,7716,87.43,533301,SHEKHAWATI INDUSTRIES LIMITED,B,STK,14.37,15.0,14.37,14.66,14.66,15.1,21,517,7716,,2026-02-05
5022026,533302,23,110164,37,177357,62.16,533302,KALYANI INVESTMENT COMPANY LTD,B,STK,4819.8,4857.1,4759.15,4789.7,4789.7,4778.9,24,37,177357,,2026-02-05
5022026,533303,340,135473,479,190976,70.98,533303,BF INVESTMENT LTD.,B,STK,407.85,407.85,396.25,398.45,397.6,413.9,104,479,190976,,2026-02-05
5022026,533306,112,198016,112,198340,100.0,533306,SUMMIT SECURITIES LTD.,B,STK,1767.0,1777.0,1761.0,1768.0,1768.0,1775.0,11,112,198340,,2026-02-05
5022026,533315,4284,295040,5625,389065,76.16,533315,INNOVASSYNTH INVESTMENTS LTD.,X,STK,71.9,71.9,67.21,68.87,70.0,69.48,55,5625,389065,,2026-02-05
5022026,533316,1730,818896,2248,1059942,76.96,533316,STEL HOLDINGS LIMITED,B,STK,456.5,485.35,454.05,473.35,485.35,465.35,433,2248,1059942,,2026-02-05
5022026,533326,33984,4081479,47810,5807660,71.08,533326,TEXMACO RAIL & ENGINEERING LTD,A,STK,122.25,123.95,120.0,120.1,120.1,123.8,579,47810,5807660,,2026-02-05
5022026,533329,8201,306718,35311,1334405,23.22,533329,INDIAN TERRAIN FASHIONS LTD.,B,STK,34.6,39.86,34.6,37.4,37.4,35.8,301,35311,1334405,,2026-02-05
5022026,533333,31580,735183,43181,1007187,73.13,533333,FINEOTEX CHEMICAL LTD.,B,STK,21.61,23.83,21.61,23.28,23.43,23.77,265,43181,1007187,,2026-02-05
5022026,533336,19,19095,19,19075,100.0,533336,DHUNSERI INVESTMENTS LTD.,B,STK,1000.0,1005.0,1000.0,1005.0,1005.0,998.45,4,19,19075,,2026-02-05
5022026,533339,5611,7479744,14071,18632626,39.88,533339,ZEN TECHNOLOGIES LTD.,A,STK,1331.25,1356.95,1308.6,1333.05,1333.05,1341.15,1414,14071,18632626,,2026-02-05
5022026,533343,1,77,1,76,100.0,533343,LOVABLE LINGERIE LTD.,B,STK,76.08,76.08,76.08,76.08,76.08,76.85,1,1,76,,2026-02-05
5022026,533344,13678,464505,22211,755384,61.58,533344,PTC INDIA FINANCIAL SERVICES L,B,STK,33.8,34.4,33.75,33.96,33.85,34.38,157,22211,755384,,2026-02-05
5022026,533385,39564,8906648,60884,13794231,64.98,533385,MOTILAL OSWAL MOST SHARES NASD,E,STK,225.13,228.98,224.02,225.12,225.3,228.82,1818,60884,13794231,,2026-02-05
5022026,533398,15751,56312976,39361,140684536,40.02,533398,MUTHOOT FINANCE LTD.,A,STK,3631.65,3631.65,3532.0,3575.2,3600.0,3722.0,5743,39361,140684536,,2026-02-05
5022026,533407,3146,198765,5011,313142,62.78,533407,TRUE GREEN BIO ENERGY LIMITED,X,STK,61.9,64.44,59.45,63.18,60.53,61.22,51,5011,313142,,2026-02-05
5022026,533408,10586,1426570,22782,3025788,46.47,533408,Aditya Birla Sun Life Mutual F,E,STK,131.74,136.08,131.14,134.76,136.08,137.82,451,22782,3025788,,2026-02-05
5022026,533427,19231,527891,33334,917125,57.69,533427,VMS INDUSTRIES LTD.,X,STK,27.21,28.23,26.98,27.45,27.5,27.48,168,33334,917125,,2026-02-05
5022026,533451,1,39,1,38,100.0,533451,KARMA ENERGY LTD.,B,STK,38.89,38.89,38.89,38.89,38.89,37.04,1,1,38,,2026-02-05
5022026,533452,44386,10073403,49334,11214350,89.97,533452,DELPHI WORLD MONEY LIMITED,B,STK,234.25,234.25,223.3,226.95,226.95,229.2,347,49334,11214350,,2026-02-05
5022026,533470,7183,144379,7626,152925,94.19,533470,RUSHIL DECOR LTD.,B,STK,21.75,21.75,19.45,20.1,20.1,19.79,95,7626,152925,,2026-02-05
5022026,533477,3086,1372653,3236,1415660,95.36,533477,ENKEI WHEELS (INDIA) LTD.,X,STK,455.05,458.9,429.25,444.8,444.8,454.25,36,3236,1415660,,2026-02-05
5022026,533482,3345,13380,3370,13714,99.26,533482,KRIDHAN INFRA LIMITED,B,STK,4.2,4.35,4.0,4.0,4.0,4.16,9,3370,13714,,2026-02-05
5022026,533506,98200,112930,114188,131948,86.0,533506,INVENTURE GROWTH & SECURITIES,B,STK,1.14,1.18,1.14,1.15,1.15,1.16,55,114188,131948,,2026-02-05
5022026,533519,288103,81662796,410986,115279886,70.1,533519,L&T Finance Limited,A,STK,286.5,286.55,278.55,283.45,283.15,286.95,4866,410986,115279886,,2026-02-05
5022026,533520,584221,6175216,736983,7953020,79.27,533520,Indiabulls Limited,B,STK,11.49,11.57,10.45,10.57,10.58,11.23,1386,736983,7953020,,2026-02-05
5022026,533540,128,999,129,945,99.22,533540,TREE HOUSE EDUCATION & ACCESSO,B,STK,7.28,7.88,7.28,7.8,7.8,7.36,5,129,945,,2026-02-05
5022026,533543,1819,111978,1950,118957,93.28,533543,BROOKS LABORATORIES LTD.,B,STK,61.88,62.3,60.39,61.56,61.51,61.24,58,1950,118957,,2026-02-05
5022026,533552,2969,447874,3642,552685,81.52,533552,RUPA & COMPANY LTD.,B,STK,152.8,153.3,150.0,150.85,150.4,153.15,174,3642,552685,,2026-02-05
5022026,533553,15788,12778808,36667,30248930,43.06,533553,T D POWER SYSTEMS LTD.,A,STK,817.65,844.0,807.0,809.4,810.7,821.2,1710,36667,30248930,,2026-02-05
5022026,533570,93198,11776500,156602,19645879,59.51,533570,AXIS MUTUAL FUND - AXIS GOLD E,E,STK,127.18,130.0,124.0,126.36,126.36,131.24,2542,156602,19645879,,2026-02-05
5022026,533573,15509,12558413,24287,19727771,63.86,533573,ALEMBIC PHARMACEUTICALS LTD.,A,STK,803.95,825.35,799.8,809.75,801.7,798.5,2439,24287,19727771,,2026-02-05
5022026,533576,2,109,3,162,66.67,533576,VASWANI INDUSTRIES LTD.,B,STK,53.58,54.27,53.58,54.27,54.27,53.28,3,3,162,,2026-02-05
5022026,533581,52312,30649601,113937,66623968,45.91,533581,PG ELECTROPLAST LTD.,A,STK,594.0,594.0,579.6,585.9,585.9,591.35,3842,113937,66623968,,2026-02-05
5022026,533602,191423,153139,262493,210623,72.92,533602,LESHA INDUSTRIES LTD.,X,STK,0.82,0.82,0.78,0.8,0.8,0.82,236,262493,210623,,2026-02-05
5022026,533605,1501,630,1501,630,100.0,533605,SETUBANDHAN INFRASTRUCTURE LIM,Z,STK,0.42,0.42,0.42,0.42,0.42,0.42,9,1501,630,,2026-02-05
5022026,533608,2102,351875,2553,424494,82.33,533608,RDB RASAYANS LTD.,X,STK,173.5,173.5,163.15,167.4,167.4,169.05,61,2553,424494,,2026-02-05
5022026,533629,214189,1362243,259145,1631975,82.65,533629,TIJARIA POLYPIPES LTD.,B,STK,5.99,6.36,5.99,6.36,6.36,5.3,204,259145,1631975,,2026-02-05
5022026,533638,1164,11908,1333,13975,87.32,533638,FLEXITUFF VENTURES INTERNATION,B,STK,10.94,10.99,9.92,10.23,10.24,10.29,50,1333,13975,,2026-02-05
5022026,533644,10116,1627159,14077,2167875,71.86,533644,UJAAS ENERGY LIMITED,B,STK,161.4,162.9,133.75,160.85,160.85,148.6,493,14077,2167875,,2026-02-05
5022026,533655,10321,5153276,24592,12229839,41.97,533655,TRIVENI TURBINE LTD.,A,STK,509.05,510.0,492.8,499.3,498.5,509.0,1062,24592,12229839,,2026-02-05
5022026,533676,40866,10545472,56102,14477964,72.84,533676,INDO THAI SECURITIES LTD.,B,STK,259.7,268.9,245.45,258.05,256.5,256.1,1224,56102,14477964,,2026-02-05
5022026,533704,9410,253506,12364,334260,76.11,533704,ESSAR SHIPPING LTD.,B,STK,28.05,28.05,26.51,26.94,26.94,27.5,184,12364,334260,,2026-02-05
5022026,533719,101,1388504,142,1934450,71.13,533719,IDBI MUTUAL FUND - IDBI GOLD E,E,STK,13577.22,13860.95,13438.53,13747.56,13777.01,13971.25,80,142,1934450,,2026-02-05
5022026,533758,57436,125270788,68633,149872450,83.69,533758,APL APOLLO TUBES LTD.,A,STK,2165.55,2195.0,2154.0,2181.05,2176.45,2174.7,2887,68633,149872450,,2026-02-05
5022026,533761,1044,109620,1514,157316,68.96,533761,GPT INFRAPROJECTS LTD.,B,STK,102.75,106.45,101.6,105.0,104.55,102.75,39,1514,157316,,2026-02-05
5022026,533896,17509,321291,22416,415585,78.11,533896,FERVENT SYNERGIES LTD.,X,STK,19.44,21.99,17.95,18.35,19.4,19.44,87,22416,415585,,2026-02-05
5022026,533941,547,175040,617,198964,88.65,533941,THOMAS SCOTT (INDIA) LIMITED,B,STK,334.35,334.35,315.0,320.0,320.0,331.05,36,617,198964,,2026-02-05
5022026,533982,463,188812,679,279835,68.19,533982,TERA SOFTWARE LTD.,B,STK,406.05,426.35,403.0,407.8,403.0,421.6,107,679,279835,,2026-02-05
5022026,534060,300239,513409,373532,640060,80.38,534060,PMC FINCORP LIMITED,X,STK,1.66,1.8,1.66,1.71,1.72,1.68,512,373532,640060,,2026-02-05
5022026,534063,2,87,4,172,50.0,534063,FUTURISTIC SOLUTIONS LTD.,X,STK,40.98,44.0,40.98,43.22,44.0,40.98,4,4,172,,2026-02-05
5022026,534064,102551,177414,112072,193298,91.5,534064,ALLIANCE INTEGRATED METALIKS L,X,STK,1.75,1.78,1.71,1.73,1.74,1.75,221,112072,193298,,2026-02-05
5022026,534076,1185,522289,2310,1017296,51.3,534076,RHI MAGNESITA INDIA LIMITED,A,STK,444.5,445.95,435.6,440.75,440.75,444.4,122,2310,1017296,,2026-02-05
5022026,534091,119560,288438500,295543,717670164,40.45,534091,MULTI COMMODITY EXCHANGE OF IN,A,STK,2480.0,2480.0,2394.3,2412.5,2412.5,2544.05,20126,295543,717670164,,2026-02-05
5022026,534139,4633,3394600,13991,10306281,33.11,534139,SCHNEIDER ELECTRIC INFRASTRUCT,A,STK,739.6,748.95,724.55,732.7,732.0,752.3,955,13991,10306281,,2026-02-05
5022026,534190,351,1159,351,1046,100.0,534190,OLYMPIC CARDS LTD.,X,STK,2.99,3.3,2.98,3.3,3.3,2.99,3,351,1046,,2026-02-05
5022026,534309,292499,29539475,810449,82255771,36.09,534309,NBCC (India) Limited,A,STK,104.17,104.17,99.6,100.99,100.99,104.32,5190,810449,82255771,,2026-02-05
5022026,534312,12,17,12,17,100.0,534312,MT EDUCARE LTD.,T,STK,1.44,1.44,1.44,1.44,1.44,1.44,2,12,17,,2026-02-05
5022026,534338,4697,58713,4699,58350,99.96,534338,Max heights Infrastucture Ltd,X,STK,12.05,12.99,12.0,12.5,12.5,11.77,15,4699,58350,,2026-02-05
5022026,534369,2485,390891,4643,733775,53.52,534369,TRIBHOVANDAS BHIMJI ZAVERI LTD,B,STK,159.8,160.55,156.55,157.3,157.3,160.25,139,4643,733775,,2026-02-05
5022026,534392,901,231287,1105,282007,81.54,534392,VARDHMAN SPECIAL STEELS LTD.,B,STK,255.75,257.5,252.05,256.7,255.7,256.55,72,1105,282007,,2026-02-05
5022026,534422,20133,123013,20371,123609,98.83,534422,LOOKS HEALTH SERVICES LIMITED,X,STK,5.9,6.11,5.85,6.11,6.11,5.56,60,20371,123609,,2026-02-05
5022026,534425,799,89329,903,100096,88.48,534425,SPECIALITY RESTAURANTS LTD.,B,STK,113.35,113.35,109.9,111.8,111.9,113.15,28,903,100096,,2026-02-05
5022026,534532,3276,17527,3276,17564,100.0,534532,LYPSA GEMS & JEWELLERY LTD,B,STK,5.5,5.5,5.35,5.35,5.35,5.44,8,3276,17564,,2026-02-05
5022026,534597,20738,764818,33212,1235144,62.44,534597,RATTANINDIA ENTERPRISES LIMITE,A,STK,37.9,38.06,36.5,36.88,36.88,37.91,349,33212,1235144,,2026-02-05
5022026,534598,1187,39931,1597,52915,74.33,534598,Sampann Utpadan India Limited,B,STK,32.23,33.64,32.23,33.64,33.64,33.7,19,1597,52915,,2026-02-05
5022026,534600,169061,11093783,337730,22281243,50.06,534600,JTL INDUSTRIES LIMITED,B,STK,68.08,68.08,64.69,65.62,65.62,68.11,1639,337730,22281243,,2026-02-05
5022026,534612,587,12210,669,13876,87.74,534612,ADVANCE METERING TECHNOLOGY LT,X,STK,20.7,20.89,20.11,20.8,20.8,20.7,11,669,13876,,2026-02-05
5022026,534615,18156,252550,19611,278242,92.58,534615,NORTH EASTERN CARRYING CORPORA,B,STK,13.11,14.52,13.11,13.91,14.1,14.04,89,19611,278242,,2026-02-05
5022026,534618,14907,13403630,28564,25945190,52.19,534618,WAAREE RENEWABLE TECHNOLOGIES,A,STK,926.0,926.1,895.1,899.15,903.0,924.85,1581,28564,25945190,,2026-02-05
5022026,534623,1747,73182,2245,92686,77.82,534623,JUPITER INFOMEDIA LTD.,X,STK,42.38,42.38,40.71,41.89,41.89,41.51,34,2245,92686,,2026-02-05
5022026,534639,111,2579,111,2579,100.0,534639,VINAYAK POLYCON INTERNATIONAL,XT,STK,23.72,25.44,23.13,23.18,25.38,24.33,7,111,2579,,2026-02-05
5022026,534674,245399,1028222,325246,1331411,75.45,534674,Ducon Infratechnologies Ltd,B,STK,4.16,4.29,3.7,4.19,4.29,4.05,394,325246,1331411,,2026-02-05
5022026,534675,1236,60115,1236,60115,100.0,534675,PROZONE REALTY LIMITED,T,STK,49.16,49.16,48.5,48.59,48.58,49.16,12,1236,60115,,2026-02-05
5022026,534680,353,94622,359,101188,98.33,534680,SRG HOUSING FINANCE LTD.,B,STK,263.1,285.0,263.1,268.05,268.05,280.0,28,359,101188,,2026-02-05
5022026,534691,11857,200147,14494,247507,81.81,534691,COMFORT COMMOTRADE LTD.,X,STK,16.97,17.48,15.65,16.88,16.95,16.94,96,14494,247507,,2026-02-05
5022026,534708,18000,183420,18000,178560,100.0,534708,SHANTI GURU INDUSTRIES LIMITED,M,STK,10.19,10.19,9.45,10.19,10.19,9.27,6,18000,178560,,2026-02-05
5022026,534732,1618,76985,2119,100907,76.36,534732,CASPIAN CORPORATE SERVICES LIM,X,STK,46.96,49.5,46.73,47.58,46.75,47.57,68,2119,100907,,2026-02-05
5022026,534733,225934,5746981,225934,5746981,100.0,534733,Aerpace Industries Limited,XT,STK,25.19,26.19,25.0,25.42,25.84,25.72,234,225934,5746981,,2026-02-05
5022026,534741,178075,92599,294617,152494,60.44,534741,VIRTUAL GLOBAL EDUCATION LTD.,X,STK,0.53,0.53,0.51,0.52,0.52,0.52,221,294617,152494,,2026-02-05
5022026,534742,25381,6462003,41258,10581204,61.52,534742,ZUARI AGRO CHEMICALS LTD.,B,STK,252.0,263.85,251.5,254.6,254.6,280.8,1130,41258,10581204,,2026-02-05
5022026,534748,51529,410687,72972,585599,70.61,534748,STEEL EXCHANGE INDIA LTD.,B,STK,8.1,8.2,7.95,7.97,8.03,8.1,171,72972,585599,,2026-02-05
5022026,534755,40592,32474,46589,36617,87.13,534755,TRIO MERCANTILE & TRADING LTD.,X,STK,0.78,0.8,0.76,0.8,0.8,0.78,39,46589,36617,,2026-02-05
5022026,534758,255,399662,384,602371,66.41,534758,CIGNITI TECHNOLOGIES LTD.,A,STK,1572.0,1579.5,1560.0,1567.3,1565.7,1584.85,40,384,602371,,2026-02-05
5022026,534796,4354,571871,4354,571871,100.0,534796,CDG PETCHEM LIMITED,XT,STK,130.65,135.95,130.65,135.95,135.95,133.3,18,4354,571871,,2026-02-05
5022026,534804,480,790752,711,1163787,67.51,534804,CARE Ratings Limited,A,STK,1596.75,1652.85,1596.75,1647.4,1647.4,1612.9,100,711,1163787,,2026-02-05
5022026,534809,6633480,66931814,7756133,79249462,85.53,534809,PC JEWELLER LTD.,A,STK,10.35,10.37,10.05,10.09,10.09,10.35,2057,7756133,79249462,,2026-02-05
5022026,534816,158268,70065244,229867,101741290,68.85,534816,INDUS TOWERS LIMITED,A,STK,446.05,446.05,439.0,442.7,440.9,445.05,15910,229867,101741290,,2026-02-05
5022026,534920,1,27,1,27,100.0,534920,COVIDH,XT,STK,27.71,27.71,27.71,27.71,27.71,27.17,1,1,27,,2026-02-05
5022026,534976,1602,956955,3046,1827938,52.59,534976,V-MART RETAIL LTD.,A,STK,610.7,610.7,595.65,597.35,595.65,610.7,186,3046,1827938,,2026-02-05
5022026,535136,1264,1278220,1676,1694959,75.42,535136,NIBE LIMITED,B,STK,1035.0,1035.0,1000.0,1011.25,1009.1,1031.9,189,1676,1694959,,2026-02-05
5022026,535204,1106,2976,1106,2972,100.0,535204,Mukta Agriculture Limited,X,STK,2.68,2.69,2.68,2.69,2.69,2.68,11,1106,2972,,2026-02-05
5022026,535205,12780,43708,13122,46674,97.39,535205,Mystic Electronics Limited,X,STK,3.67,3.68,3.31,3.42,3.5,3.47,34,13122,46674,,2026-02-05
5022026,535267,14787,113565,23311,176957,63.43,535267,COMFORT FINCAP LTD.,X,STK,7.65,7.77,7.3,7.68,7.55,7.57,120,23311,176957,,2026-02-05
5022026,535276,5150,4758085,6012,5562073,85.66,535276,SBI MUTUAL FUND - SBI ETF SENS,A,STK,928.97,934.98,920.0,923.9,920.0,929.83,2415,6012,5562073,,2026-02-05
5022026,535322,1261,510769,2043,845183,61.72,535322,REPCO HOME FINANCE LTD.,B,STK,413.2,418.5,404.3,405.05,405.05,413.2,210,2043,845183,,2026-02-05
5022026,535387,2730,170298,2906,172276,93.94,535387,LAKHOTIA POLYESTERS (INDIA) LT,X,STK,61.22,62.5,59.0,62.38,62.49,61.22,30,2906,172276,,2026-02-05
5022026,535431,277312,216304,1687633,1313340,16.43,535431,GCM SECURITIES LTD,B,STK,0.74,0.82,0.73,0.78,0.78,0.76,199,1687633,1313340,,2026-02-05
5022026,535458,2564,78664,2595,79568,98.81,535458,NRB INDUSTRIAL BEARINGS LTD.,B,STK,28.6,31.3,28.6,30.68,30.7,30.95,49,2595,79568,,2026-02-05
5022026,535514,16,75,17,82,94.12,535514,PRIME CAPITAL MARKET LTD.,X,STK,4.88,4.88,4.66,4.66,4.66,4.9,3,17,82,,2026-02-05
5022026,535566,411,47718,411,47807,100.0,535566,KIFS FINANCIAL SERVICES LTD.,X,STK,116.1,116.55,116.1,116.1,116.1,116.1,7,411,47807,,2026-02-05
5022026,535601,1,213,2,431,50.0,535601,SREELEATHERS LTD.,B,STK,218.95,218.95,212.55,212.55,212.55,221.0,2,2,431,,2026-02-05
5022026,535602,694,623178,848,765442,81.84,535602,SHARDA MOTOR INDUSTRIES LTD,B,STK,918.85,921.6,894.55,897.95,894.55,918.8,117,848,765442,,2026-02-05
5022026,535621,613,84686,615,85705,99.67,535621,S V GLOBAL MILL LTD.,X,STK,149.3,149.3,132.05,138.15,147.95,145.8,13,615,85705,,2026-02-05
5022026,535648,2510,1695003,4029,2749743,62.3,535648,JUST DIAL LTD.,A,STK,684.5,692.0,672.45,675.3,675.35,683.4,331,4029,2749743,,2026-02-05
5022026,535657,67,476,67,475,100.0,535657,OBJECTONE INFORMATION SYSTEMS,X,STK,7.09,7.09,7.09,7.09,7.09,7.1,4,67,475,,2026-02-05
5022026,535667,10,1830,10,1829,100.0,535667,INDIA FINSEC LTD.,X,STK,182.95,182.95,182.95,182.95,182.95,184.75,1,10,1829,,2026-02-05
5022026,535693,4943,633693,8160,1052477,60.58,535693,BRAHMAPUTRA INFRASTRUCTURE LTD,X,STK,129.55,130.3,126.95,128.2,128.15,128.05,136,8160,1052477,,2026-02-05
5022026,535719,5139,113932,5173,114886,99.34,535719,AMPVOLTS LIMITED,X,STK,22.4,22.47,21.34,22.17,22.0,22.29,34,5173,114886,,2026-02-05
5022026,535730,1133449,589394,1456465,743884,77.82,535730,KHOOBSURAT LTD,X,STK,0.5,0.52,0.49,0.52,0.52,0.49,342,1456465,743884,,2026-02-05
5022026,535754,5007,817644,9550,1558500,52.43,535754,ORIENT CEMENT LTD,A,STK,165.0,165.0,162.35,163.3,162.9,165.0,281,9550,1558500,,2026-02-05
5022026,535755,168902,11973463,482073,33812214,35.04,535755,Aditya Birla Fashion and Retai,A,STK,69.02,71.13,68.7,70.89,70.9,68.81,2284,482073,33812214,,2026-02-05
5022026,535789,109584,15960910,196259,28818924,55.84,535789,Sammaan Capital Limited,A,STK,149.7,149.7,144.95,145.65,145.5,149.8,3038,196259,28818924,,2026-02-05
5022026,535910,103942,64445,246769,154518,42.12,535910,MONEY MASTERS LEASING & FINANC,B,STK,0.67,0.67,0.6,0.62,0.62,0.65,139,246769,154518,,2026-02-05
5022026,535916,8651,420958,10326,504232,83.78,535916,ALACRITY SECURITIES LTD,B,STK,51.0,54.0,47.52,48.66,48.66,50.19,83,10326,504232,,2026-02-05
5022026,535958,82139,125673,143073,219966,57.41,535958,Integra Essentia Limited,B,STK,1.52,1.56,1.51,1.53,1.53,1.53,178,143073,219966,,2026-02-05
5022026,536073,79892,163779,104387,215817,76.53,536073,JULIEN AGRO INFRATECH LIMITED,X,STK,2.04,2.09,2.04,2.05,2.05,2.04,167,104387,215817,,2026-02-05
5022026,536264,6126,202220,8105,273485,75.58,536264,TIGER LOGISTICS (INDIA) LTD,B,STK,34.9,35.0,32.74,33.01,33.0,33.95,417,8105,273485,,2026-02-05
5022026,536493,2318,776530,2539,864455,91.3,536493,JK AGRI GENETICS LTD,X,STK,350.0,350.0,331.0,335.0,335.0,362.0,98,2539,864455,,2026-02-05
5022026,536507,79765,98180,79765,98180,100.0,536507,FUTURE LIFESTYLE FASHIONS LTD,Z,STK,1.2,1.24,1.17,1.24,1.24,1.19,66,79765,98180,,2026-02-05
5022026,536565,619,38676,619,37949,100.0,536565,NOVELIX PHARMACEUTICALS LIMITE,X,STK,62.0,62.5,60.5,62.48,62.45,61.18,16,619,37949,,2026-02-05
5022026,536659,1367661,7057131,2578831,13277045,53.03,536659,PVV Infra Limited,X,STK,5.14,5.4,4.98,5.16,5.16,5.08,1056,2578831,13277045,,2026-02-05
5022026,536672,84699,559014,84711,559087,99.99,536672,VCU DATA MANAGEMENT LTD,X,STK,6.59,6.6,6.59,6.6,6.6,6.6,59,84711,559087,,2026-02-05
5022026,536709,19188,227820,19188,227820,100.0,536709,IND Renewable Energy Ltd,Z,STK,11.6,11.93,11.6,11.6,11.88,11.37,57,19188,227820,,2026-02-05
5022026,536738,6000,35940,6000,35940,100.0,536738,STELLAR CAPITAL SERVICES LTD,M,STK,5.99,5.99,5.99,5.99,5.99,5.55,1,6000,35940,,2026-02-05
5022026,536773,2,1982,2,1981,100.0,536773,JINDAL POLY INVESTMENT AND FIN,B,STK,990.7,990.7,990.7,990.7,990.7,1000.75,1,2,1981,,2026-02-05
5022026,536846,64,9462,64,9462,100.0,536846,YURANUS INFRASTRUCTURE LTD,XT,STK,153.3,153.3,145.15,145.15,145.15,152.75,9,64,9462,,2026-02-05
5022026,536960,14096,903272,23097,1476585,61.03,536960,MOTILAL OSWAL MUTUAL FUND - MO,B,STK,63.66,64.23,63.62,64.08,64.06,64.31,128,23097,1476585,,2026-02-05
5022026,536974,38538,2846032,46733,3402245,82.46,536974,CAPTAIN POLYPLAST LTD,X,STK,71.25,74.49,70.5,73.85,73.99,71.25,259,46733,3402245,,2026-02-05
5022026,537007,8183,2364560,10677,3083882,76.64,537007,ICICI Prudential Nifty ETF,B,STK,289.12,289.94,288.13,288.96,289.11,289.94,413,10677,3083882,,2026-02-05
5022026,537008,2082,61336,2187,64116,95.2,537008,ICICI Prudential Nifty 100 ETF,B,STK,29.08,29.57,28.86,29.46,29.46,29.29,55,2187,64116,,2026-02-05
5022026,537069,14659,193060,21848,284438,67.1,537069,ARNOLD HOLDINGS LTD,X,STK,12.9,14.9,12.31,13.17,13.17,12.76,140,21848,284438,,2026-02-05
5022026,537253,258,17944,449,30204,57.46,537253,SUNIL HEALTHCARE LTD,X,STK,70.0,70.0,66.0,69.55,69.55,68.4,13,449,30204,,2026-02-05
5022026,537259,1860,995193,2104,1132975,88.4,537259,SUYOG TELEMATICS LTD,B,STK,532.95,545.0,530.1,535.05,535.05,536.65,171,2104,1132975,,2026-02-05
5022026,537291,523,78712,528,79440,99.05,537291,NATH BIO-GENES (INDIA) LTD,B,STK,152.0,152.0,149.0,150.5,150.5,150.5,30,528,79440,,2026-02-05
5022026,537326,109108,7514268,111576,7503684,97.79,537326,CHEMTECH INDUSTRIAL VALVES LTD,X,STK,72.4,72.4,67.0,68.87,68.0,69.05,112,111576,7503684,,2026-02-05
5022026,537483,810,225180,1355,376296,59.78,537483,NIPPON INDIA ETF NIFTY 100,B,STK,278.12,278.62,276.59,278.0,278.0,278.52,89,1355,376296,,2026-02-05
5022026,537536,101,7925,146,11346,69.18,537536,DENIS CHEM LAB LTD,X,STK,78.69,78.69,76.02,78.46,78.48,76.42,19,146,11346,,2026-02-05
5022026,537707,125432,115398,128985,118890,97.25,537707,LADDU GOPAL ONLINE SERVICES LI,X,STK,0.94,0.95,0.91,0.92,0.92,0.92,123,128985,118890,,2026-02-05
5022026,537708,749,212379,1441,407899,51.98,537708,KOTAK MAHINDRA MUTUAL FUND - K,B,STK,284.1,285.5,282.0,283.55,283.53,284.18,60,1441,407899,,2026-02-05
5022026,537709,7043,33201,7043,33201,100.0,537709,SHREE HANUMAN SUGAR & INDUSTRI,XT,STK,4.83,4.83,4.58,4.58,4.58,4.74,30,7043,33201,,2026-02-05
5022026,537750,826,164292,1350,266439,61.19,537750,KIRAN VYAPAR LTD,X,STK,199.95,200.0,193.6,198.9,198.9,200.0,20,1350,266439,,2026-02-05
5022026,537766,40498,76641,40498,76641,100.0,537766,B.C. POWER CONTROLS LTD,XT,STK,1.94,1.94,1.85,1.91,1.92,1.89,105,40498,76641,,2026-02-05
5022026,537785,1032,107586,1125,118690,91.73,537785,RACE ECO CHAIN LIMITED,B,STK,109.5,112.0,104.25,104.25,104.25,101.2,15,1125,118690,,2026-02-05
5022026,537800,1321335,1479895,1321335,1479895,100.0,537800,MANGALAM INDUSTRIAL FINANCE LT,XT,STK,1.12,1.12,1.12,1.12,1.12,1.17,1026,1321335,1479895,,2026-02-05
5022026,537820,11426,27309,12142,29215,94.1,537820,VIJI FINANCE LTD,B,STK,2.46,2.48,2.39,2.39,2.39,2.41,128,12142,29215,,2026-02-05
5022026,537839,4231,418658,4484,446288,94.36,537839,PHOENIX TOWNSHIP LTD,X,STK,105.0,105.0,96.55,98.95,101.5,103.2,29,4484,446288,,2026-02-05
5022026,537840,99,5148,99,5148,100.0,537840,RAUNAQ INTERNATIONAL LIMITED,X,STK,52.0,52.0,52.0,52.0,52.0,52.0,1,99,5148,,2026-02-05
5022026,537985,1252,25028,1987,39345,63.01,537985,INFRONICS SYSTEMS LTD,X,STK,20.49,20.49,19.0,19.99,20.03,20.09,43,1987,39345,,2026-02-05
5022026,538057,58731,5858418,92482,9222478,63.51,538057,CPSE ETF,A,STK,100.01,100.6,99.31,99.75,99.76,99.93,969,92482,9222478,,2026-02-05
5022026,538081,217,1259,218,1278,99.54,538081,HARIA APPARELS LTD,X,STK,5.87,5.87,5.8,5.8,5.8,6.0,8,218,1278,,2026-02-05
5022026,538092,71,7700,72,7649,98.61,538092,SHRI VASUPRADA PLANTATIONS LIM,X,STK,106.6,108.45,103.0,108.45,108.45,107.1,11,72,7649,,2026-02-05
5022026,538119,88377,14697096,106703,17694558,82.83,538119,R&B DENIMS LTD,B,STK,165.05,166.45,165.0,166.3,166.45,164.1,791,106703,17694558,,2026-02-05
