SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,5186.7,5213.95,5159,5167.2,5159,5180.35,350,1624,8408974,
500003,"AEGIS LOGISTICS LTD.",A,STK,722.9,738.4,711,712.55,711,720.95,1237,16120,11576586,
500008,"Amara Raja Energy & Mobility L",A,STK,915.5,920,902.35,905.4,905.4,920.4,6899,68392,62322548,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,30.78,30.9,28.8,28.98,28.98,30.77,376,106389,3129807,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,49.29,53.39,48.53,52.17,52.17,48.52,1055,254370,13265591,
500013,"ANSAL PROPERTIES & INFRASTRUCT",Z,STK,3.46,3.46,3.4,3.45,3.45,3.46,24,8740,30136,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,4.53,4.89,4.53,4.66,4.65,4.69,56,6948,32416,
500016,"ARUNA HOTELS LTD.",X,STK,8.63,8.81,8.27,8.54,8.4,8.61,38,6177,52626,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,129.7,130.75,128.5,128.8,128.85,129.7,362,21424,2771344,
500023,"ASIAN HOTELS (NORTH) LIMITED",B,STK,319.2,319.2,287.8,294.65,290.55,316.4,214,5942,1796616,
500027,"ATUL LTD.",A,STK,6015.85,6181,6015.85,6150.1,6164.5,6066.1,723,2556,15690890,
500028,"ATV PROJECTS INDIA LTD.",X,STK,40.94,44.4,40,42.17,42,40.69,422,117829,4987582,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,482.8,485,479.3,483.8,482.1,482.8,146,1837,886674,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,18.44,18.8,18.33,18.45,18.45,18.44,815,213372,3946733,
500033,"FORCE MOTORS LTD.",A,STK,18488,19289.25,18352,18990,18931.8,18469.4,2428,6194,117484535,
500034,"BAJAJ FINANCE LIMITED",A,STK,1000.2,1005.8,990,997.6,997.6,999.8,7642,591393,588991958,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,436.8,441.95,431.2,432.85,433.5,438.9,360,6852,2991796,
500039,"BANCO PRODUCTS (INDIA) LTD.",A,STK,685.05,688.35,676.85,680.25,680.65,690.3,1307,21670,14779264,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1680.35,1685.8,1645.15,1650.4,1648.6,1680.35,463,3230,5365379,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3580.05,3599.9,3525,3599.9,3599.9,3595.4,13,14,49726,
500042,"BASF INDIA LTD.",A,STK,3897.7,3932.15,3870,3913.85,3928,3897.7,431,1322,5155294,
500043,"BATA INDIA LTD.",A,STK,949.85,949.85,935.1,939.75,941.65,949.85,470,3887,3650754,
500048,"BEML LTD.",A,STK,1890,1908,1844,1861.4,1861.4,1876.85,3068,29883,56449846,
500049,"BHARAT ELECTRONICS LTD.",A,STK,400.05,403.25,392.45,393.4,393.4,398.4,8523,557034,222018016,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,89.71,90.28,89.02,89.59,89.81,89.73,170,6812,611960,
500058,"BIHAR SPONGE IRON LTD.",X,STK,11.03,11.69,11.03,11.59,11.59,11.52,86,14504,164398,
500059,"BIL VYAPAR LIMITED",T,STK,7.27,7.65,7.27,7.65,7.65,7.62,7,2885,21549,
500060,"Birla Cable Limited",B,STK,139.2,139.2,136.7,138.2,138.2,139.45,56,1853,254273,
500067,"BLUE STAR LTD.",A,STK,1742.3,1778.1,1729,1730.8,1730.8,1764.1,1729,9746,17046712,
500068,"DISA INDIA LTD.",B,STK,12146,12499,12010.1,12071.95,12129.9,12020.6,47,87,1063465,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,305.8,305.8,291,293.3,295,299.8,18,134,39668,
500074,"BPL LTD.",B,STK,60,60.23,58.75,59.29,59.2,60.2,101,1938,115742,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,301,301,296.3,296.3,296.3,301,24,36,10789,
500083,"CENTURY EXTRUSIONS LTD.",T,STK,21.75,22.6,21.4,22.6,22.6,21.53,93,22747,507036,
500084,"CESC LTD.",A,STK,166.75,166.95,164.2,164.75,164.75,166.6,1638,68413,11314539,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,473,481.9,470.55,475.2,475.2,473.5,5284,151002,71962187,
500086,"EXIDE INDUSTRIES LTD.",A,STK,365,366.2,361.1,361.8,361.8,365,1563,37901,13756378,
