DATE|SCRIP CODE|DELIVERY QTY|DELIVERY VAL|DAY'S VOLUME|DAY'S TURNOVER|DELV. PER.
20032026|524675|0000000000008877|0000000000125521|0000000000014191|0000000000206197|062.55
20032026|524687|0000000000016404|0000000000167813|0000000000019456|0000000000200014|084.31
20032026|524703|0000000000000271|0000000000009339|0000000000000480|0000000000016401|056.46
20032026|524709|0000000000029924|0000000004105573|0000000000053664|0000000007415299|055.76
20032026|524711|0000000000002549|0000000000019118|0000000000003226|0000000000023918|079.01
20032026|524715|0000000000009827|0000000017467002|0000000000016229|0000000028780169|060.55
20032026|524717|0000000000077655|0000000031100586|0000000000077655|0000000031100586|100.00
20032026|524731|0000000000002034|0000000002048747|0000000000002267|0000000002270492|089.72
20032026|524735|0000000000006187|0000000001044057|0000000000015973|0000000002702868|038.73
20032026|524742|0000000000001092|0000000001751896|0000000000001880|0000000003056865|058.09
20032026|524743|0000000000134881|0000000004785578|0000000000194256|0000000007023446|069.43
20032026|524748|0000000000002152|0000000000053499|0000000000002489|0000000000061446|086.46
20032026|524752|0000000000012102|0000000000072855|0000000000016301|0000000000095586|074.24
20032026|524768|0000000000003319|0000000000080785|0000000000003371|0000000000082993|098.46
20032026|524774|0000000000000040|0000000000087488|0000000000000054|0000000000118904|074.07
20032026|524790|0000000000000620|0000000000176700|0000000000000765|0000000000220416|081.05
20032026|524804|0000000000014363|0000000018548379|0000000000029896|0000000038328389|048.04
20032026|524808|0000000000000850|0000000000019848|0000000000000865|0000000000020339|098.27
20032026|524816|0000000000016409|0000000015717361|0000000000054909|0000000052813757|029.88
20032026|524818|0000000000000031|0000000000002945|0000000000000031|0000000000002945|100.00
20032026|524820|0000000000002939|0000000000775603|0000000000003397|0000000000896305|086.52
20032026|524824|0000000000001493|0000000000101644|0000000000001493|0000000000102560|100.00
20032026|524828|0000000000000652|0000000000260800|0000000000000665|0000000000265832|098.05
20032026|526001|0000000000000902|0000000000024777|0000000000000902|0000000000024777|100.00
20032026|526025|0000000000004739|0000000000058243|0000000000005016|0000000000060729|094.48
20032026|526027|0000000000002353|0000000000209888|0000000000003891|0000000000348232|060.47
20032026|526043|0000000000001493|0000000000067439|0000000000002063|0000000000093443|072.37
20032026|526071|0000000000000694|0000000000450421|0000000000000694|0000000000450421|100.00
20032026|526073|0000000000000132|0000000000063096|0000000000000204|0000000000096372|064.71
20032026|526075|0000000000000928|0000000000030484|0000000000000928|0000000000030484|100.00
20032026|526081|0000000000004704|0000000000153675|0000000000004704|0000000000153675|100.00
20032026|526095|0000000000000254|0000000000009906|0000000000000256|0000000000009745|099.22
20032026|526113|0000000000000013|0000000000000224|0000000000000013|0000000000000223|100.00
20032026|526115|0000000000002717|0000000000030186|0000000000002918|0000000000027937|093.11
20032026|526117|0000000000000155|0000000000055366|0000000000000226|0000000000081304|068.58
20032026|526125|0000000000001279|0000000000279398|0000000000001363|0000000000298703|093.84
20032026|526133|0000000000001021|0000000000006627|0000000000001021|0000000000006636|100.00
20032026|526137|0000000000010217|0000000000944051|0000000000015815|0000000001470352|064.60
20032026|526139|0000000000066767|0000000000153565|0000000000103103|0000000000245200|064.76
20032026|526143|0000000000051342|0000000000334237|0000000000051347|0000000000330465|099.99
20032026|526159|0000000000036498|0000000002580409|0000000000044763|0000000003218361|081.54
20032026|526161|0000000000000397|0000000000035730|0000000000000397|0000000000035070|100.00
20032026|526169|0000000000008442|0000000001407282|0000000000010359|0000000001729710|081.49
20032026|526173|0000000000069593|0000000001306957|0000000000106725|0000000002030785|065.21
20032026|526179|0000000000006896|0000000001352306|0000000000007127|0000000001418344|096.76
20032026|526187|0000000000000048|0000000000000215|0000000000000048|0000000000000214|100.00
20032026|526193|0000000000003184|0000000000057949|0000000000004448|0000000000080535|071.58
20032026|526211|0000000000001073|0000000000048232|0000000000001073|0000000000048121|100.00
20032026|526217|0000000000002671|0000000000379416|0000000000002860|0000000000398905|093.39
20032026|526225|0000000000000093|0000000000001085|0000000000000093|0000000000001085|100.00
20032026|526227|0000000000030515|0000000001240130|0000000000054579|0000000002196619|055.91
20032026|526231|0000000000000505|0000000000027270|0000000000000510|0000000000027913|099.02
20032026|526237|0000000000003144|0000000000153365|0000000000004156|0000000000197196|075.65
20032026|526241|0000000000012231|0000000000177350|0000000000012559|0000000000182094|097.39
20032026|526247|0000000000006211|0000000002717002|0000000000011049|0000000004868663|056.21
20032026|526251|0000000000000494|0000000000008235|0000000000000883|0000000000014965|055.95
20032026|526263|0000000000003813|0000000000470143|0000000000004294|0000000000523718|088.80
20032026|526269|0000000000000143|0000000000012991|0000000000000143|0000000000012706|100.00
20032026|526299|0000000000001969|0000000004119247|0000000000005189|0000000010817856|037.95
20032026|526315|0000000000010367|0000000000500416|0000000000010933|0000000000534641|094.82
20032026|526325|0000000000000006|0000000000000354|0000000000000007|0000000000000424|085.71
20032026|526335|0000000000005450|0000000000035970|0000000000005584|0000000000034514|097.60
20032026|526345|0000000000006269|0000000000164499|0000000000008404|0000000000226021|074.60
20032026|526355|0000000000001296|0000000000062947|0000000000001847|0000000000089432|070.17
20032026|526365|0000000000013646|0000000000423026|0000000000014078|0000000000436652|096.93
20032026|526367|0000000000003758|0000000002215529|0000000000004539|0000000002706655|082.79
20032026|526371|0000000000640992|0000000051183212|0000000001535652|0000000123504005|041.74
20032026|526373|0000000000000004|0000000000000209|0000000000000004|0000000000000208|100.00
20032026|526381|0000000000009432|0000000000088850|0000000000009793|0000000000091969|096.31
20032026|526397|0000000000002159|0000000000410966|0000000000004703|0000000000887917|045.91
20032026|526407|0000000000050523|0000000000471885|0000000000055872|0000000000523165|090.43
20032026|526409|0000000000061481|0000000000424219|0000000000074517|0000000000523044|082.51
20032026|526415|0000000000165279|0000000000677644|0000000000223120|0000000000924939|074.08
20032026|526423|0000000000003280|0000000000231700|0000000000004077|0000000000293937|080.45
20032026|526433|0000000000014468|0000000032933509|0000000000021950|0000000049842230|065.91
20032026|526435|0000000000000879|0000000000070320|0000000000000879|0000000000070320|100.00
20032026|526439|0000000000000699|0000000000007319|0000000000000699|0000000000007673|100.00
20032026|526441|0000000000018322|0000000000023687|0000000000018322|0000000000023687|100.00
20032026|526443|0000000000018904|0000000002190974|0000000000022381|0000000002587490|084.46
20032026|526445|0000000000057476|0000000000459808|0000000000069436|0000000000561577|082.78
20032026|526468|0000000000000200|0000000000003490|0000000000000271|0000000000004728|073.80
20032026|526471|0000000000002702|0000000000060147|0000000000003714|0000000000083727|072.75
20032026|526473|0000000000032946|0000000000148587|0000000000054298|0000000000241957|060.68
20032026|526479|0000000000001093|0000000000086588|0000000000001262|0000000000101021|086.61
20032026|526481|0000000000002865|0000000000086122|0000000000003575|0000000000109819|080.14
20032026|526490|0000000000112425|0000000000824076|0000000000113878|0000000000832646|098.72
