SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,5248.55,5260,5188.05,5241.6,5236,5198.15,1791,9863,51493540,
500003,"AEGIS LOGISTICS LTD.",A,STK,762.05,764.9,753.95,760.25,759.45,761.35,384,5901,4475048,
500008,"Amara Raja Energy & Mobility L",A,STK,950,957.45,942.2,945.5,945.6,949.55,1034,10850,10298641,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,29.4,29.6,28.85,28.96,28.9,29,244,35508,1033027,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,49.81,51.38,49.5,49.93,49.9,50.37,426,33769,1694921,
500013,"ANSAL PROPERTIES & INFRASTRUCT",Z,STK,3.38,3.48,3.38,3.48,3.48,3.42,3,600,2038,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,4.8,5.34,4.8,5.08,5.08,4.97,67,20246,104537,
500016,"ARUNA HOTELS LTD.",X,STK,8.4,9.08,8.36,8.73,9.04,8.4,41,15927,138018,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,146,148.3,144.6,145.2,144.9,145.95,290,18013,2631429,
500023,"ASIAN HOTELS (NORTH) LIMITED",B,STK,352.9,352.9,325.3,329.2,329.2,327.45,19,1688,560584,
500027,"ATUL LTD.",A,STK,5933.1,5937,5870.3,5918.05,5909.6,5928.95,239,727,4296191,
500028,"ATV PROJECTS INDIA LTD.",X,STK,38,38,36.41,37.22,37.12,37.28,153,34368,1288987,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,487.95,490.15,483.65,484.5,484,487.9,289,3548,1723874,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,21.05,21.28,20.87,20.93,20.93,20.91,589,237106,4997955,
500033,"FORCE MOTORS LTD.",A,STK,17000.65,17478.25,16851.9,17235.7,17213.1,16976.95,1389,4962,85392771,
500034,"BAJAJ FINANCE LIMITED",A,STK,1016,1044.8,1009.7,1033.7,1033.7,1010.8,26008,778754,805961040,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,452.5,452.5,446.5,449.05,447,452.5,239,5250,2360534,
500039,"BANCO PRODUCTS (INDIA) LTD.",A,STK,686.35,693,678,683.1,683.1,684.5,1427,34185,23396526,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1772.85,1785.9,1739.6,1745.4,1739.6,1773.3,655,3316,5826536,
500042,"BASF INDIA LTD.",A,STK,4195.75,4227.25,4141.05,4181.05,4189.55,4194.9,315,911,3803452,
500043,"BATA INDIA LTD.",A,STK,1001.2,1006.95,999,1001.25,1001.55,1001.2,740,10235,10256874,
500048,"BEML LTD.",A,STK,1892.55,1899,1840.1,1845.35,1844,1875.05,1153,9824,18353414,
500049,"BHARAT ELECTRONICS LTD.",A,STK,416.95,417.2,412,413.05,413.05,415.05,16169,371899,153995236,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,91.9,92.91,91.62,92.18,92.32,91.94,165,9427,868236,
500058,"BIHAR SPONGE IRON LTD.",X,STK,12.41,12.41,11.63,12.22,12.3,12.17,100,32341,391337,
500059,"BIL VYAPAR LIMITED",T,STK,8.6,8.6,8.6,8.6,8.6,9.05,56,38419,330403,
500060,"Birla Cable Limited",B,STK,149,151.8,147.2,148.35,148,147.55,179,3698,550598,
500067,"BLUE STAR LTD.",A,STK,1751.15,1771.55,1741.05,1757.75,1760,1774.5,1236,13795,24247507,
500068,"DISA INDIA LTD.",B,STK,12691.65,12691.65,12499,12518.15,12502,12691.65,75,109,1371889,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,299.15,304.7,297,301.95,301.95,299.05,34,726,218775,
500074,"BPL LTD.",B,STK,62.17,62.99,61.75,61.8,61.8,61.22,149,5038,313197,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,320.3,320.8,313.1,315.1,315.45,320,84,2086,663249,
500083,"CENTURY EXTRUSIONS LTD.",T,STK,24.4,24.7,23.52,24.46,24.46,23.86,47,12665,302013,
500084,"CESC LTD.",A,STK,174,174,170,170.95,171,173.35,1012,650505,111243519,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,441.5,447.05,441.4,442.8,442.8,442.45,1700,38902,17273474,
500086,"EXIDE INDUSTRIES LTD.",A,STK,366.15,369.45,364.2,368.3,368.3,365.2,2787,88946,32581001,
500087,"CIPLA LTD.",A,STK,1521.45,1530.4,1520.7,1524.55,1527.35,1523.45,812,7266,11082770,
500089,"DIC INDIA LTD.",B,STK,520,542.95,520,541.9,541.9,529.2,19,528,284924,
500092,"CRISIL LTD.",A,STK,4550,4557,4427.15,4440.25,4445.15,4529.55,277,912,4073532,
500093,"CG Power and Industrial Soluti",A,STK,690.25,691.6,676.5,678.8,678.8,688.55,4091,286249,194818443,
500096,"DABUR INDIA LTD.",A,STK,513,520.65,513,519,520,517.2,1047,38329,19844349,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,312.45,313.95,309,310.15,309.55,312.25,83,886,275464,
500101,"ARVIND LTD.",A,STK,358.05,360.95,350.25,356,356.75,359.95,1096,76118,27103170,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,289.5,295.2,288.9,290.9,290.9,289.7,11256,1002159,292760064,
500104,"HINDUSTAN PETROLEUM CORPORATIO",A,STK,467.95,468.95,459.25,463.45,463.25,465.95,1966,51894,24059270,
500106,"IFCI LTD.",A,STK,51.68,52.39,51.11,51.37,51.11,51.76,1505,262915,13580956,
500108,"MAHANAGAR TELEPHONE NIGAM LTD.",B,STK,38.44,39.47,38.25,38.64,38.64,38.44,469,68172,2654898,
500109,"MANGALORE REFINERY & PETROCHEM",A,STK,161.2,162.65,158.65,160.2,160.2,160.8,2224,275814,44307479,
500110,"CHENNAI PETROLEUM CORPORATION",A,STK,905.35,945.1,898,916.9,917,897.55,9911,386482,356450626,
500112,"STATE BANK OF INDIA",A,STK,987.85,988,968.8,972.85,972.85,984.05,39495,1490247,1452544146,
500113,"STEEL AUTHORITY OF INDIA LTD.",A,STK,137.35,139.7,135.8,136.25,136.25,136.95,4095,572195,78593359,
500114,"TITAN COMPANY LIMITED",A,STK,3896.75,3925,3876.6,3903.75,3910,3896.75,3250,26898,105019049,
500116,"IDBI BANK LTD.",A,STK,103,103,100.55,101.15,101.15,101.95,2363,305537,31058386,
500117,"DCW LTD.",A,STK,63.1,64.09,62.75,62.94,62.94,63.05,317,41685,2630319,
500119,"DHAMPUR SUGAR MILLS LTD.",B,STK,129,129.5,126.8,127.25,128.1,128.45,175,7080,906867,
500120,"DIAMINES & CHEMICALS LTD.",B,STK,266.95,266.95,256.25,257.95,256.25,267.3,317,1178,304689,
500123,"ELANTAS BECK INDIA LTD.",B,STK,9909.85,9909.85,9602.45,9739.1,9676.05,9633.45,387,609,5944694,
500124,"DR.REDDYS LABORATORIES LTD.",A,STK,1246.65,1255.9,1240.85,1250.5,1250.2,1248.35,4218,90409,112924590,
500125,"E.I.D.-PARRY (INDIA) LTD.",A,STK,1032.3,1035.95,1026.85,1029.05,1027.6,1032.3,144,1873,1932823,
500126,"PROCTER & GAMBLE HEALTH LIMITE",A,STK,5826,5826,5765.15,5771.7,5768.6,5815.5,70,144,833409,
500128,"ELECTROSTEEL CASTINGS LTD.",A,STK,75.61,76.42,74.18,74.54,74.4,75.52,977,80893,6064193,
500133,"ESAB INDIA LTD.",A,STK,5493.2,5728.7,5493.2,5679.75,5669.5,5630.8,193,553,3131742,
500135,"EPL LIMITED",A,STK,202.05,206.1,202.05,205,205,204.05,511,22560,4630618,
500136,"ESTER INDUSTRIES LTD.",B,STK,108.05,109.15,106.65,106.9,107.35,108.05,62,3468,373781,
500142,"FGP LTD.",XT,STK,10.76,10.77,10,10.08,10.08,10.28,29,3043,31429,
500143,"PH CAPITAL LTD.",X,STK,228.8,228.8,196.85,207.25,213.8,200.75,180,14314,2855072,
500144,"FINOLEX CABLES LTD.",A,STK,759.95,762.35,751,753.25,751,754.6,806,6083,4587957,
500147,"JOHN COCKERILL INDIA LIMITED",B,STK,5199.95,5218.85,5116,5171.6,5171.6,5181.3,154,831,4301811,
500148,"UFLEX LTD.",B,STK,501,502.15,496,501.4,502.15,500.2,22,226,112452,
500150,"FOSECO INDIA LTD.",B,STK,5146.3,5236.85,5125,5145.3,5125,5146.3,26,58,299358,
500151,"GOLDEN TOBACCO LTD.",Z,STK,34.31,34.31,34.2,34.2,34.2,34.31,2,31,1063,
500153,"GANESH BENZOPLAST LTD.",B,STK,85.99,85.99,83.82,84.17,84.03,84.92,144,4879,412987,
500159,"METROGLOBAL LIMITED",X,STK,122,122,118.6,118.65,118.65,118.55,14,195,23151,
500160,"GTL LTD.",B,STK,8.27,8.57,8.22,8.46,8.43,8.21,227,59160,500836,
500163,"GODFREY PHILLIPS INDIA LTD.",A,STK,2893.7,2957.15,2889.05,2933.55,2928.45,2894.15,764,8406,24592692,
500164,"GODREJ INDUSTRIES LTD.",A,STK,1052.3,1052.3,1034.6,1046.75,1045.65,1052.25,135,1016,1057528,
500165,"KANSAI NEROLAC PAINTS LTD.",A,STK,234.1,237.45,233,236.4,236.15,234.05,869,15355,3613345,
500166,"GOODRICKE GROUP LTD.",X,STK,181.15,183,181,182.8,182.8,180.95,45,1339,243988,
500168,"GOODYEAR INDIA LTD.",B,STK,880.05,888,878,884.2,886.45,880.4,234,1898,1676099,
500170,"GTN INDUSTRIES LTD.",X,STK,23.48,23.9,21.05,22.5,22.5,22.11,23,1792,39403,
500171,"GHCL LTD.",A,STK,568,608.15,568,573.45,572.85,567.95,1395,22910,13498720,
500173,"GFL LIMITED",B,STK,60.11,60.99,60.11,60.11,60.11,60.66,19,278,16752,
500179,"HCL INFOSYSTEMS LTD.",B,STK,14.19,14.42,14,14,14,14.19,184,15733,221953,
500180,"HDFC BANK LTD.",A,STK,1001,1016.85,1001,1009.25,1009.25,1003.85,37626,2242837,2271347088,
500182,"HERO MOTOCORP LTD.",A,STK,6129.75,6200,6097.35,6149.15,6165,6134.7,3604,19682,121070343,
500183,"HFCL LIMITED",A,STK,71.99,72.5,71.12,71.44,71.44,71.77,2381,675875,48412177,
500184,"Himadri Speciality Chemical Lt",A,STK,447,450.75,442.1,444.9,446.55,446.2,674,24623,11022327,
500185,"HINDUSTAN CONSTRUCTION CO.LTD.",A,STK,24.44,24.44,23.5,24.08,24.08,23.91,3832,1690718,40700894,
500186,"HINDUSTAN OIL EXPLORATION CO.L",B,STK,141.85,144.05,141.75,144,144,142.1,173,17056,2441146,
500187,"AGI GREENPAC LIMITED",A,STK,783.35,788.35,769.05,769.9,770.05,783,354,4328,3356954,
500188,"HINDUSTAN ZINC LTD.",A,STK,477.55,478.45,472.5,474.3,474.3,470.25,5831,292919,139127512,
500189,"NDL Ventures Limited",T,STK,95.5,99.65,95.5,96.01,96.01,94.92,30,2916,286506,
500191,"HMT LTD.",Z,STK,50,53.03,50,52.55,52.2,51.45,68,2928,152530,
500192,"PRAG BOSIMI SYNTHETICS LTD.",X,STK,2,2.06,1.94,2.01,2.03,1.94,44,6965,13925,
500193,"HLV LIMITED",B,STK,9.72,9.88,9.63,9.73,9.75,9.85,241,20512,199628,
500199,"I G PETROCHEMICALS LTD.",B,STK,380,382,377,380.05,380.7,378.2,55,564,214452,
500201,"INDIA GLYCOLS LTD.",A,STK,1106.8,1116.25,1076.15,1084.85,1083,1104.7,694,8674,9504134,
500202,"INDIA LEASE DEVELOPMENT LTD.",XT,STK,8.91,8.91,8.91,8.91,8.91,8.91,4,1612,14362,
500206,"MARGO FINANCE LIMITED",X,STK,85,85,76.75,77.25,76.75,77.75,20,511,40020,
500207,"INDO RAMA SYNTHETICS (INDIA) L",B,STK,52.86,53.14,52.1,52.46,52.9,52.6,305,11792,618433,
500209,"INFOSYS LTD.",A,STK,1557.05,1574.4,1552.4,1566.15,1566.15,1557.75,33677,866615,1355437412,
500210,"INGERSOLL-RAND (INDIA) LTD.",A,STK,3813,3813,3773.05,3786.45,3773.05,3813.05,68,296,1121524,
500213,"INTERNATIONAL TRAVEL HOUSE LTD",X,STK,413.9,414,396.2,400.6,400.6,402.35,138,4334,1736565,
500214,"ION EXCHANGE (INDIA) LTD.",A,STK,348,354.9,348,351.9,350,349.15,726,14926,5249401,
500215,"SUNDROP BRANDS LIMITED",B,STK,789.9,789.9,739.2,744.6,744.6,755,56,348,261937,
500219,"JAIN IRRIGATION SYSTEMS LTD.",A,STK,45.9,46.68,45.75,46.01,45.75,45.87,292,67468,3120751,
500220,"JASCH INDUSTRIES LTD.",X,STK,166,167.5,159.9,162.9,162.5,165.35,39,1607,265113,
500227,"JINDAL POLY FILMS LTD.",B,STK,527.25,531.85,521,522.65,521,527.25,109,903,475741,
500228,"JSW STEEL LTD.",A,STK,1156.15,1162.9,1137.75,1160.25,1159.6,1154.45,3670,50083,57712419,
500233,"KAJARIA CERAMICS LTD.",A,STK,1096.3,1099.85,1080,1082.4,1080.05,1095.8,255,2334,2541669,
500234,"KAKATIYA CEMENT SUGAR & INDUST",B,STK,138,138.45,137.1,137.15,137.15,139.3,32,113,15573,
500235,"KALYANI STEELS LTD.",B,STK,775.3,784.75,769.85,771.75,769.85,775.25,62,834,645873,
500238,"WHIRLPOOL OF INDIA LTD.",A,STK,1099,1099,1041,1063.85,1063.85,1199.6,38207,16697566,17499542474,
500239,"KG DENIM LTD.",X,STK,18.39,18.39,17.69,17.75,17.75,17.35,14,4914,87206,
500240,"KINETIC ENGINEERING LTD.",X,STK,266.1,271,260,264.6,266.8,264.4,82,1407,372662,
500241,"KIRLOSKAR BROTHERS LTD.",A,STK,1724.75,1724.75,1680,1687.5,1693.9,1709.45,351,2119,3601233,
500243,"KIRLOSKAR INDUSTRIES LTD",B,STK,3554,3569,3531,3536.8,3549,3522.3,31,184,654030,
500245,"KIRLOSKAR FERROUS INDUSTRIES L",A,STK,490,510,483.95,500.6,505,490.8,841,149263,73432587,
