SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
500002,"ABB INDIA LIMITED",A,STK,5853.2,5908.85,5772.45,5881.35,5881.35,5835.2,908,3511,20514460,
500003,"AEGIS LOGISTICS LTD.",A,STK,702.45,702.45,689,693.2,692,696.75,272,5003,3470964,
500008,"Amara Raja Energy & Mobility L",A,STK,845,855,837.9,853.7,854,843.95,826,11246,9525992,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,27.77,28.3,27,27.49,27.61,27.3,305,86627,2385929,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,42.21,43.7,42.21,43.31,43.3,42.64,254,31870,1372818,
500013,"ANSAL PROPERTIES & INFRASTRUCT",Z,STK,3.52,3.52,3.52,3.52,3.52,3.46,11,6201,21827,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,4.66,4.66,4.54,4.65,4.65,4.66,37,2603,11948,
500016,"ARUNA HOTELS LTD.",X,STK,8.16,8.39,8.15,8.39,8.39,8.16,13,1496,12196,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,120.9,121.5,119.55,120.15,120,119.6,296,20698,2495616,
500023,"ASIAN HOTELS (NORTH) LIMITED",B,STK,292.05,303.25,291.25,302.1,302.65,296.45,157,2796,835228,
500027,"ATUL LTD.",A,STK,6644.1,6652.5,6569.4,6633.9,6624.8,6639.35,141,362,2394692,
500028,"ATV PROJECTS INDIA LTD.",X,STK,35.24,36.49,35,35.15,35,35.22,81,7818,276706,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,389.6,389.6,378.05,383.9,385,384.75,205,3162,1209975,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,16.5,16.56,16.19,16.23,16.25,16.42,482,188534,3079313,
500033,"FORCE MOTORS LTD.",A,STK,25740,26485.95,25020.85,25210.05,25210.05,25807.85,7318,20327,523439653,
500034,"BAJAJ FINANCE LIMITED",A,STK,1015,1025.15,1008,1023.8,1023.8,1013.85,3155,921569,939836051,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,469.2,470.05,466,467.6,466.35,470.1,377,7281,3406454,
500039,"BANCO PRODUCTS (INDIA) LTD.",A,STK,651.05,669.55,649.6,659.6,660.45,657,543,7775,5129500,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1387.05,1396,1368.05,1372.45,1371,1385.8,316,2653,3666980,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3600,3611,3588.8,3588.8,3588.8,3579,3,5,17999,
500042,"BASF INDIA LTD.",A,STK,3636,3806.05,3636,3665.95,3663,3652.85,420,1981,7370100,
500043,"BATA INDIA LTD.",A,STK,840.05,846.9,832,836.2,836.2,838.65,785,7650,6412450,
500048,"BEML LTD.",A,STK,1738.15,1775,1735.9,1766,1763.35,1736.65,977,11629,20478582,
500049,"BHARAT ELECTRONICS LTD.",A,STK,450,453.25,445.85,447.65,447.65,446.9,25067,1144972,515026320,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,87.25,87.83,85.66,85.85,85.99,87.25,195,16842,1464308,
500058,"BIHAR SPONGE IRON LTD.",X,STK,16.75,16.75,14.5,14.66,14.66,16.03,753,365746,5595627,
500059,"BIL VYAPAR LIMITED",T,STK,7.1,7.1,6.82,7.1,7.1,7.08,11,2505,17366,
500060,"Birla Cable Limited",B,STK,154,154,145.75,146,146.1,149.4,205,2177,323573,
500067,"BLUE STAR LTD.",A,STK,2008.55,2027.35,1971.8,2017.9,2020,2001.55,2145,48755,98245670,
500068,"DISA INDIA LTD.",B,STK,12251.05,12540,12060,12112.7,12060,12200.6,76,95,1155812,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,287.85,287.85,279,280.15,280.15,280,32,1370,388917,
500074,"BPL LTD.",B,STK,59.39,59.39,56.5,56.77,56.65,57.02,61,4177,239043,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,286.3,291.15,281.6,284.15,283.3,288.05,398,16995,4882666,
500083,"CENTURY EXTRUSIONS LTD.",B,STK,21.7,22.2,21.37,21.41,21.7,21.72,58,7971,171778,
500084,"CESC LTD.",A,STK,155.45,155.45,153.7,154,153.7,155.7,1150,45808,7073437,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,454.1,464.35,451.8,458.9,459.95,453.8,1557,48956,22395260,
500086,"EXIDE INDUSTRIES LTD.",A,STK,340.15,342.6,338.3,341.45,341.45,341.25,2575,67504,22980061,
500087,"CIPLA LTD.",A,STK,1354.75,1354.75,1338,1349.1,1348,1343.35,1327,29606,39732276,
500089,"DIC INDIA LTD.",B,STK,549,549,549,549,549,551.05,2,15,8235,
500092,"CRISIL LTD.",A,STK,4584.35,4595,4537.9,4552.45,4545.9,4593.8,370,1150,5247489,
500093,"CG Power and Industrial Soluti",A,STK,691.95,714.3,688.05,710.75,710.75,690.05,4291,126928,89384428,
500096,"DABUR INDIA LTD.",A,STK,522.15,525,503.5,510.7,509.15,516.75,3591,196141,99855267,
500097,"DALMIA BHARAT SUGAR AND INDUST",B,STK,294.5,302.05,290.3,290.85,291.3,295.8,111,1462,429401,
500101,"ARVIND LTD.",A,STK,378.2,379.2,373.4,377.15,374.4,379.2,417,11435,4305110,
500103,"BHARAT HEAVY ELECTRICALS LTD.",A,STK,266,266,258,261.05,261.05,262.8,6566,635114,167417889,
500104,"HINDUSTAN PETROLEUM CORPORATIO",A,STK,455.5,458.2,454,457.35,457,454.3,2069,52664,24029375,
500106,"IFCI LTD.",A,STK,63.7,63.78,62.1,62.61,62.61,63.44,3967,1510833,95208676,
500108,"MAHANAGAR TELEPHONE NIGAM LTD.",B,STK,31.11,31.6,31.02,31.06,31.02,31.27,247,48226,1507975,
500109,"MANGALORE REFINERY & PETROCHEM",A,STK,193.95,195.95,189.45,190.15,190.15,192.55,2686,286561,55330962,
500110,"CHENNAI PETROLEUM CORPORATION",A,STK,888.25,919.15,888.25,908.85,908.1,886.8,2707,56896,51738600,
500112,"STATE BANK OF INDIA",A,STK,1222.25,1224.55,1214.1,1219.45,1219.45,1213.25,21367,753795,919324618,
500113,"STEEL AUTHORITY OF INDIA LTD.",A,STK,157.85,160.95,157.35,159.1,159.1,157.35,6139,704262,112454374,
500114,"TITAN COMPANY LIMITED",A,STK,4259.35,4259.35,4215.4,4248.1,4248.1,4236.45,2728,14829,62918256,
500116,"IDBI BANK LTD.",A,STK,114.87,116.27,112.5,113.44,113.44,113.74,5117,1340575,153450416,
500117,"DCW LTD.",B,STK,54.1,54.52,52.45,52.51,52.98,54,576,49734,2645154,
500119,"DHAMPUR SUGAR MILLS LTD.",B,STK,117.95,118.35,116.3,117.2,116.8,117.9,74,3309,387297,
500120,"DIAMINES & CHEMICALS LTD.",B,STK,255,255,239.25,239.25,239.25,243,5,43,10700,
500123,"ELANTAS BECK INDIA LTD.",B,STK,9271.15,9549,9239.95,9368.45,9344.95,9271.15,219,2577,24393845,
500124,"DR.REDDYS LABORATORIES LTD.",A,STK,1290,1291.5,1277,1280.85,1283,1285,2174,24326,31201611,
500125,"E.I.D.-PARRY (INDIA) LTD.",A,STK,916,920.4,904.7,909.8,908,915.9,441,5118,4660453,
500126,"PROCTER & GAMBLE HEALTH LIMITE",A,STK,5090,5090,4949.8,5015.25,5010.45,5082,208,1287,6437641,
500128,"ELECTROSTEEL CASTINGS LTD.",A,STK,74.49,75.08,73.27,74.06,74.1,74.49,455,54212,4024921,
500133,"ESAB INDIA LTD.",A,STK,5464,5534.9,5464,5532.3,5534.9,5484.75,8,20,110317,
500135,"EPL LIMITED",A,STK,221.05,221.35,215.9,217.95,218.7,221.05,228,4672,1016868,
500136,"ESTER INDUSTRIES LTD.",B,STK,97.5,97.5,96.21,96.9,96.9,98.27,6,207,20101,
500142,"FGP LTD.",X,STK,9,9.25,8.45,9.12,9.11,9.19,21,3564,32397,
500143,"PH CAPITAL LTD.",XT,STK,592.7,592.7,581.15,581.15,581.15,593,44,3676,2148255,
500144,"FINOLEX CABLES LTD.",A,STK,820,828.25,816.4,820.1,817.5,818.35,600,7127,5860641,
500147,"JOHN COCKERILL INDIA LIMITED",B,STK,5025,5179.95,5024,5045.15,5045.1,5077.55,246,1675,8494544,
500148,"UFLEX LTD.",B,STK,467.35,473.65,460,464.45,464.45,467.35,45,800,371620,
500150,"FOSECO INDIA LTD.",B,STK,4667.4,4730,4667.4,4714,4710,4667.3,17,31,146122,
500151,"GOLDEN TOBACCO LTD.",Z,STK,31.58,31.58,30,30,30,30.97,5,86,2635,
500153,"GANESH BENZOPLAST LTD.",B,STK,77.09,79.82,77.09,79.61,79.45,77.14,67,2616,207242,
500159,"METROGLOBAL LIMITED",X,STK,119.8,119.95,112.05,115,115,114.65,47,4067,469015,
500160,"GTL LTD.",B,STK,7.65,7.82,7.55,7.73,7.73,7.69,78,11185,86364,
500163,"GODFREY PHILLIPS INDIA LTD.",A,STK,2078.2,2481.3,2073.8,2479.75,2479.75,2067.75,39194,898586,2124533572,
500164,"GODREJ INDUSTRIES LTD.",A,STK,980.1,988.1,974.75,984.7,983.4,980.05,295,1975,1937869,
500165,"KANSAI NEROLAC PAINTS LTD.",A,STK,203,203,199.5,201.6,201.2,202.25,495,12727,2555731,
500166,"GOODRICKE GROUP LTD.",X,STK,159,161,157.7,159,159,160.35,42,1168,185481,
500168,"GOODYEAR INDIA LTD.",B,STK,829.8,838.7,821.25,824.75,824.75,829.8,307,3603,2985174,
500170,"GTN INDUSTRIES LTD.",X,STK,21.5,23.45,20,22.39,22.9,21.5,15,1175,25832,
500171,"GHCL LTD.",A,STK,501.05,508.15,501.05,503.5,502.9,505.75,98,1573,793757,
500173,"GFL LIMITED",B,STK,48,48.23,47.39,47.5,47.5,47.44,45,3126,148700,
