SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
132822,"VODAFONE IDEA  LIMITED",A,STK,10.7,10.7,10.7,10.69,10.7,10.74,1,1,10,
500002,"ABB INDIA LIMITED",A,STK,5085,5094.95,5037,5081.8,5082,5079.75,2347,22755,115209158,
500003,"AEGIS LOGISTICS LTD.",A,STK,790.05,795.4,786,789.05,786,792.65,856,9619,7582417,
500008,"Amara Raja Energy & Mobility L",A,STK,956.05,962.4,951,960.05,960.85,956.05,788,8611,8227746,
500009,"AMBALAL SARABHAI ENTERPRISES L",X,STK,30.91,31,30.5,30.66,30.78,30.63,167,19569,600771,
500012,"ANDHRA PETROCHEMICALS LTD.",X,STK,51.4,51.84,51.06,51.2,51.27,51.4,243,23178,1187701,
500013,"ANSAL PROPERTIES & INFRASTRUCT",Z,STK,3.7,3.72,3.63,3.63,3.63,3.7,24,27315,100314,
500014,"UTIQUE ENTERPRISES LIMITED",X,STK,5.2,5.2,4.87,4.99,4.87,4.96,96,32642,162492,
500016,"ARUNA HOTELS LTD.",X,STK,8.99,8.99,8.6,8.7,8.7,8.64,39,664,5834,
500020,"BOMBAY DYEING & MFG.CO.LTD.",A,STK,150.65,152.75,150.25,152.15,151.9,151.15,370,23095,3501449,
500023,"ASIAN HOTELS (NORTH) LIMITED",B,STK,332,333,323.4,325.65,324.4,331.05,65,144,47245,
500027,"ATUL LTD.",A,STK,6249.8,6249.8,6058,6133.8,6133.8,6143.8,360,1255,7675998,
500028,"ATV PROJECTS INDIA LTD.",X,STK,33.5,33.54,32.1,33.11,32.71,34.23,189,40299,1322469,
500031,"BAJAJ ELECTRICALS LTD.",A,STK,498.9,499.1,489.65,493.7,494.05,498.05,818,14986,7408335,
500032,"BAJAJ HINDUSTHAN SUGAR LIMITED",A,STK,20.88,21.14,20.76,21,21,20.91,724,233789,4911674,
500033,"FORCE MOTORS LTD.",A,STK,17450,17839.8,17450,17613.65,17613.65,17434.6,765,2316,40900361,
500034,"BAJAJ FINANCE LIMITED",A,STK,1011.55,1016.25,1004.75,1005.55,1006.8,1013.55,2963,682218,687440216,
500038,"BALRAMPUR CHINI MILLS LTD.",A,STK,465.9,465.9,458,462.75,460.6,462.55,766,19462,8980252,
500039,"BANCO PRODUCTS (INDIA) LTD.",A,STK,777.85,817,769.65,788.1,787.8,777.65,5168,155175,124136288,
500040,"ADITYA BIRLA REAL ESTATE LIMIT",A,STK,1786.7,1831.75,1733,1805.05,1791,1748.15,1731,17002,30607235,
500041,"BANNARI AMMAN SUGARS LTD.",B,STK,3581.4,3654,3581.4,3648.55,3652.6,3581.4,23,59,211858,
500042,"BASF INDIA LTD.",A,STK,4326.5,4429.7,4310.6,4406.65,4396.5,4320.6,216,2006,8707102,
500043,"BATA INDIA LTD.",A,STK,1025.85,1025.85,1008.8,1012.5,1012.5,1014,511,6088,6151753,
500048,"BEML LTD.",A,STK,1978.35,1980,1931,1941.4,1941.4,1978.75,2794,23398,45776665,
500049,"BHARAT ELECTRONICS LTD.",A,STK,420.85,424,415.1,423.4,423.4,420.85,5171,482594,202846224,
500052,"BHANSALI ENGINEERING POLYMERS",B,STK,94.73,94.73,93,93.2,93.12,94.73,300,21011,1975206,
500058,"BIHAR SPONGE IRON LTD.",X,STK,12.3,12.44,12.2,12.33,12.44,12.44,99,14503,179487,
500059,"BIL VYAPAR LIMITED",B,STK,11.08,11.17,11.08,11.17,11.17,11.17,3,140,1559,
500060,"Birla Cable Limited",B,STK,148.35,149.65,147.8,148.15,147.8,147.9,101,1210,180192,
500067,"BLUE STAR LTD.",A,STK,1752.05,1797.3,1752.05,1794.2,1789.55,1779.75,1619,10012,17846858,
500068,"DISA INDIA LTD.",B,STK,12950,13149.9,12711.05,12999.5,13049,12988.1,24,75,975478,
500069,"QUEST CAPITAL MARKETS LIMITED",X,STK,321.05,321.05,320,320.05,320.05,326.05,30,652,209283,
500074,"BPL LTD.",B,STK,68,68,66.27,66.86,66.86,66.88,94,1740,116537,
500078,"ORIENTAL AROMATICS LIMITED",B,STK,340.8,342,339.35,341.25,341.35,339.15,15,92,31423,
500083,"CENTURY EXTRUSIONS LTD.",T,STK,26.88,26.88,25.3,25.56,25.6,26.47,31,4558,116153,
500084,"CESC LTD.",A,STK,174.7,174.7,170.85,171.3,171.35,174.9,1516,70787,12180866,
500085,"CHAMBAL FERTILISERS & CHEMICAL",A,STK,466.65,466.65,456.3,457.35,456.75,463.9,1190,41142,18886656,
500086,"EXIDE INDUSTRIES LTD.",A,STK,379.1,382.95,379.1,380.8,380.8,381.65,3568,130464,49769763,
500087,"CIPLA LTD.",A,STK,1512,1529.25,1505.1,1526.35,1524.7,1514.65,1960,23360,35532519,
500089,"DIC INDIA LTD.",B,STK,529.95,549.9,523.1,523.1,523.1,514.85,90,1156,621727,
500092,"CRISIL LTD.",A,STK,4645.2,4689.5,4626,4634.5,4628.2,4643.5,245,968,4507296,
500093,"CG Power and Industrial Soluti",A,STK,730,733.5,718.55,724.1,724.1,733.45,4404,142738,103330639,
