DATE|SCRIP CODE|DELIVERY QTY|DELIVERY VAL|DAY'S VOLUME|DAY'S TURNOVER|DELV. PER.
06022026|524663|0000000000021690|0000000000437054|0000000000028174|0000000000567680|076.99
06022026|524667|0000000000000342|0000000000119718|0000000000000469|0000000000164287|072.92
06022026|524669|0000000000000135|0000000000203324|0000000000000174|0000000000261321|077.59
06022026|524675|0000000000002203|0000000000031790|0000000000002442|0000000000035765|090.21
06022026|524687|0000000000026034|0000000000265287|0000000000033640|0000000000339603|077.39
06022026|524703|0000000000001228|0000000000041531|0000000000001429|0000000000048083|085.93
06022026|524709|0000000000001716|0000000000233634|0000000000003417|0000000000479697|050.22
06022026|524711|0000000000010545|0000000000079721|0000000000011210|0000000000085469|094.07
06022026|524715|0000000000008885|0000000015057410|0000000000015460|0000000026199750|057.47
06022026|524717|0000000000005697|0000000005777898|0000000000007311|0000000007429130|077.92
06022026|524731|0000000000000189|0000000000201068|0000000000000209|0000000000222120|090.43
06022026|524735|0000000000008704|0000000001562804|0000000000011743|0000000002139279|074.12
06022026|524742|0000000000001806|0000000003297305|0000000000003976|0000000007338874|045.42
06022026|524743|0000000000086008|0000000003803274|0000000000126248|0000000005492627|068.13
06022026|524752|0000000000002363|0000000000018314|0000000000004154|0000000000032357|056.88
06022026|524768|0000000000002251|0000000000061678|0000000000002421|0000000000066654|092.98
06022026|524774|0000000000000820|0000000001787067|0000000000001265|0000000002766528|064.82
06022026|524790|0000000000002682|0000000001104984|0000000000002703|0000000001081133|099.22
06022026|524804|0000000000004386|0000000005224384|0000000000011909|0000000014014755|036.83
06022026|524816|0000000000022255|0000000018321429|0000000000038445|0000000031506112|057.89
06022026|524818|0000000000000805|0000000000092857|0000000000001070|0000000000120984|075.23
06022026|524820|0000000000000572|0000000000171457|0000000000000801|0000000000238278|071.41
06022026|524824|0000000000000624|0000000000043400|0000000000000628|0000000000043736|099.36
06022026|524828|0000000000000161|0000000000061551|0000000000000247|0000000000093006|065.18
06022026|526001|0000000000016411|0000000000388776|0000000000016411|0000000000388776|100.00
06022026|526025|0000000000008746|0000000000113436|0000000000010791|0000000000136663|081.05
06022026|526027|0000000000006545|0000000000749730|0000000000010951|0000000001242213|059.77
06022026|526043|0000000000015900|0000000000731718|0000000000017016|0000000000792384|093.44
06022026|526071|0000000000001352|0000000000917074|0000000000001352|0000000000917074|100.00
06022026|526073|0000000000000604|0000000000311906|0000000000000837|0000000000428494|072.16
06022026|526075|0000000000000210|0000000000003895|0000000000000210|0000000000003895|100.00
06022026|526081|0000000000014513|0000000000421476|0000000000014513|0000000000421476|100.00
06022026|526095|0000000000000253|0000000000012623|0000000000000253|0000000000013124|100.00
06022026|526113|0000000000000115|0000000000001451|0000000000000115|0000000000001597|100.00
06022026|526115|0000000000003802|0000000000041328|0000000000004304|0000000000046879|088.34
06022026|526117|0000000000000000|0000000000000000|0000000000000087|0000000000034809|000.00
06022026|526125|0000000000003666|0000000001058558|0000000000004128|0000000001259808|088.81
06022026|526133|0000000000001286|0000000000008874|0000000000001326|0000000000009121|096.98
06022026|526137|0000000000002558|0000000000305554|0000000000002833|0000000000346730|090.29
06022026|526139|0000000000095974|0000000000207304|0000000000111921|0000000000246849|085.75
06022026|526143|0000000000000982|0000000000007503|0000000000001250|0000000000009417|078.56
06022026|526159|0000000000012866|0000000000887754|0000000000014218|0000000000967455|090.49
06022026|526161|0000000000000086|0000000000007065|0000000000000091|0000000000007535|094.51
06022026|526169|0000000000002025|0000000000445095|0000000000002597|0000000000570264|077.97
